sale_date,sale_price,latitude,longitude,city,zoning,subdivision,present_use,land_val,imp_val,year_built,sqft_lot,sqft,stories,beds,bath_full,wfnt,golf,greenbelt,noise_traffic,view_rainier,view_olympics,view_cascades,view_territorial,view_skyline,view_sound,view_lakewash,view_lakesamm
2022-04-01,1700000,47.5282942334326,-122.167364599956,NEWCASTLE,R-6,OLYMPUS,2,602000,549000,1987,7700,3500,2.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09,720000,47.4449356964565,-122.189785669274,RENTON,R-8,,2,170000,361000,1969,6585,2400,1.0,6,1,0,0,0,2,0,0,0,0,0,0,0,0
2022-03-16,450000,47.4971366159949,-122.188769963629,RENTON,R-8,RENTON HIGHLANDS ADD,2,303000,226000,1942,5101,1600,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29,728000,47.4639293842543,-122.189742448095,RENTON,R-8,ROLLING HILLS VILLAGE NO. 03,2,260000,335000,1973,7520,2170,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05,1550000,47.5261977238528,-122.194403717115,RENTON,R-8,HILLMANS LAKE WASH GARDEN OF EDEN NO. 07,2,552000,666000,1988,35520,3700,2.0,4,1,0,0,0,2,0,0,0,0,0,0,0,0
2022-03-31,917500,47.5109122064786,-122.182339377914,RENTON,R-8,,2,372000,279000,1990,7151,1970,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06,800000,47.3483651898522,-122.037408372812,MAPLE VALLEY,R-6,DIAMOND HILLS,2,191000,373000,1991,7962,1780,2.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07,1017000,47.5404235857655,-122.180573984821,NEWCASTLE,R-6,NEWPORT TRACE DIV NO. 02,2,591000,186000,1985,10288,1680,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08,1635000,47.526619618529,-122.170129139639,NEWCASTLE,R-6,OLYMPUS,2,602000,349000,1988,7696,2310,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01,950000,47.3817949911663,-122.025354656474,MAPLE VALLEY,R-6,BELMONT WOODS,2,169000,491000,1994,10574,2010,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05,600000,47.4779598626621,-122.225489610831,RENTON,R-8,EARLINGTON ADD,2,169000,308000,1904,5640,1400,1.0,3,2,0,0,0,2,0,0,0,0,0,0,0,0
2022-04-01,1120000,47.4609269174873,-122.21180885966,RENTON,R-8,RENTON CO-OP COAL COS AC TRACTS NO. 02,2,344000,285000,1910,60548,1910,1.5,3,2,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-12,725000,47.4900687847546,-122.143399020589,RENTON,R-4,,2,223000,312000,1966,10890,1300,1.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-11,880000,47.4885619936164,-122.191174700241,RENTON,R-8,WINDSOR HILLS ADD CORRECTION PLAT,2,406000,160000,1943,11500,1770,1.0,3,1,0,0,0,0,0,2,0,2,0,0,0,0
2022-04-12,600000,47.3612417630923,-122.049189972487,MAPLE VALLEY,R-6,CHEROKEE BAY PARK ASSESSORS PLAT,2,169000,312000,1986,7930,1280,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06,912000,47.3714679017209,-122.060049454178,MAPLE VALLEY,R-4,CEDAR DOWNS DIV NO. 05,2,226000,544000,1979,18000,2560,2.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06,951000,47.4889310021964,-122.222732097642,RENTON,R-8,LATIMERS N H LAKE WN PLAT,2,257000,510000,1963,8250,3000,1.0,5,1,0,0,0,0,0,0,2,3,0,0,0,0
2022-04-06,890000,47.382058509106,-122.025717662407,MAPLE VALLEY,R-6,BELMONT WOODS,2,169000,417000,1994,7000,1660,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13,619667,47.4898060266759,-122.191204682148,RENTON,R-8,WINDSOR HILLS ADD TO RENTON,2,358000,147000,1943,8866,1440,1.0,3,1,0,0,0,3,0,0,0,0,0,0,0,0
2022-04-08,610000,47.450762207648,-122.176698949418,RENTON,R-6,CASCADE VISTA ADD,2,220000,232000,1958,8926,960,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08,740000,47.4889814304999,-122.20612133827,RENTON,R-8,RENTON FARM PLAT NO. 04,2,191000,358000,1938,4725,2290,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12,800000,47.4734903580939,-122.126666287232,RENTON,R-4,,2,235000,345000,1972,9800,1260,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14,1900000,47.5950490417005,-122.200976385428,BELLEVUE,R-4,ELLENES ADD,2,1581000,1000,1951,11714,1600,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14,730000,47.3519659425096,-122.058186403642,MAPLE VALLEY,R-6,EASTWOOD FOREST,2,191000,283000,1993,7166,1340,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07,1110000,47.5198109569109,-122.18259558405,NEWCASTLE,R-4,WINDTREE NO. 03,2,515000,316000,1979,9826,2280,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07,2060000,47.5299046799497,-122.143082087834,NEWCASTLE,R-4,RAINIER CREST DIV NO. 03,2,668000,622000,1989,8814,3190,2.0,5,3,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-12,525000,47.4499667136018,-122.171977941567,RENTON,R-6,CASCADE VISTA NO. 03,2,220000,280000,1959,7560,1590,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04,1600000,47.3776687246265,-122.033932447429,MAPLE VALLEY,R-6,HIGHLANDS AT LAKE WILDERNESS,2,232000,801000,1995,14241,3460,2.0,6,3,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-13,726600,47.5124985031914,-122.159582167276,RENTON,R-6,GLENCOE DIV NO. 02,2,511000,129000,1969,10524,1670,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12,950000,47.3828313733109,-122.028036160083,MAPLE VALLEY,R-6,BELMONT WOODS,2,169000,467000,1997,9207,2190,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15,1100000,47.5061744719285,-122.196772716091,RENTON,R-8,HILLMANS LAKE WASH GARDEN OF EDEN NO. 05,2,464000,349000,1963,10634,2560,1.0,3,1,0,0,0,3,0,0,0,2,0,0,1,0
2022-04-14,905000,47.4672159645399,-122.16542640977,RENTON,R-4,WASMITA PARK,2,258000,446000,1963,17043,1780,1.0,3,1,9,0,0,0,0,0,0,0,0,0,0,0
2022-04-18,1380000,47.3745325972688,-122.029348143028,MAPLE VALLEY,R-4,LAKE FOREST ESTATES,2,339000,574000,1990,12718,3090,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01,450000,47.4775454347918,-122.175541499917,RENTON,R-4,MAPLEWOOD DIV NO. 01,2,182000,183000,1943,7200,900,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07,677000,47.3586546284971,-122.049733229188,MAPLE VALLEY,R-6,CHEROKEE BAY PARK ASSESSORS PLAT,2,169000,340000,1983,7930,1450,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06,480000,47.4467086539323,-122.213090049878,RENTON,R-6,MANCE ADD,2,238000,257000,1963,9000,1170,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14,500000,47.4371692074048,-122.191948646593,RENTON,R-8,,2,191000,269000,1983,7653,1120,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-18,1155000,47.5080098856787,-122.148836024136,RENTON,R-6,SUMMERWIND DIV NO. 05,2,572000,240000,1993,7226,2590,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11,930000,47.7647865083066,-122.158817800993,WOODINVILLE,R-6,BEAR CREEK ADD TO DAY CITY,2,519000,257000,1985,15000,1440,1.0,2,2,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-11,930000,47.7655797614109,-122.158684132519,WOODINVILLE,R-6,WOODINGLEN,2,509000,259000,1976,9816,1820,2.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-18,860000,47.3707525135312,-122.040864781469,MAPLE VALLEY,R-6,LAKE WILDERNESS COUNTRY CLUB DIV NO. 03,2,259000,407000,1989,6500,1880,2.0,3,2,0,1,0,0,0,0,0,0,0,0,0,0
2022-04-07,1350000,47.5226277676408,-122.200826356859,RENTON,R-6,HILLMANS LAKE WASH GARDEN OF EDEN NO. 01,2,548000,213000,1955,8860,1920,1.0,4,0,0,0,0,0,0,0,0,2,0,0,1,0
2022-04-15,1105000,47.7677432542046,-122.16319105993,WOODINVILLE,R-6,WELLINGTON HEIGHTS,2,489000,238000,1968,9692,1290,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-20,1160000,47.4929677460624,-122.159811785298,RENTON,R-8,ORCHARDS DIV NO. 01 THE,2,320000,470000,1996,7374,2420,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-20,997000,47.7672034395083,-122.16350061173,WOODINVILLE,R-6,WELLINGTON HEIGHTS,2,489000,173000,1968,9962,1310,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07,790000,47.4621528462089,-122.192669017731,RENTON,R-8,ROLLING HILLS VILLAGE NO. 03,2,247000,317000,1973,8625,1620,1.0,3,2,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-22,1425000,47.7527672902648,-122.144296541327,WOODINVILLE,R-6,REINWOOD DIV NO. 01,2,424000,498000,1979,17325,2750,1.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-22,798000,47.5016881489049,-122.173771399744,RENTON,R-8,BALCHS ALBERT PRESIDENT PARK NO. 11,2,294000,229000,1960,6132,1190,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-25,2520000,47.5334740996582,-122.180862297067,NEWCASTLE,R-6,LAKE WASHINGTON RIDGE,2,613000,921000,1993,19533,4170,2.0,4,2,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-19,2450000,47.6028930276603,-122.193794037905,BELLEVUE,R-4,SURREY DOWNS NO. 01 REPLAT POR OF,2,1592000,39000,1966,8715,1940,1.0,4,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-19,699900,47.5003451032757,-122.161202704481,RENTON,R-8,HONEY DEW ESTATES DIV NO. 02,2,245000,279000,1965,8800,1250,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-22,830000,47.3806961769195,-122.025490402829,MAPLE VALLEY,R-6,BELMONT WOODS DIV NO. 02,2,169000,469000,1995,6641,1950,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-21,802000,47.3476710734869,-122.037380927121,MAPLE VALLEY,R-6,DIAMOND HILLS,2,191000,352000,1992,6603,1690,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-19,1050000,47.5233771784611,-122.200291930182,RENTON,R-6,HILLMANS LAKE WASH GARDEN OF EDEN NO. 01,2,548000,278000,1959,16966,2140,1.0,4,1,0,0,0,1,0,0,0,2,0,0,0,0
2022-04-22,755000,47.4648466998313,-122.185441529448,RENTON,R-6,PONDEROSA ESTATES ADD,2,230000,324000,1963,10400,1730,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-26,850000,47.461933805072,-122.151031759664,RENTON,R-4,MAPLE RIDGE ESTATES,2,212000,502000,1987,8664,2180,2.0,3,2,0,0,0,0,0,0,0,2,0,0,0,0
2022-04-18,950000,47.4828800126801,-122.192974882988,RENTON,R-8,MONTEREY TERRACE ADD,2,574000,98000,1956,11250,2600,1.0,4,1,0,0,0,0,0,2,0,3,2,0,2,0
2022-04-20,1385000,47.7526822519637,-122.146757641189,WOODINVILLE,R-6,REINWOOD DIV NO. 01,2,440000,491000,1979,12000,2360,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08,650000,47.4731187062802,-122.191363445821,RENTON,R-8,FALCON RIDGE (CEDAR RIDGE),2,200000,349000,1986,4586,1870,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-27,525000,47.3848167991115,-122.039054660421,MAPLE VALLEY,R-12,PARKHAVEN PLACE,29,112000,311000,1996,3419,1050,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-26,1430000,47.5306838692178,-122.169675312836,NEWCASTLE,R-6,OLYMPUS,2,588000,418000,1988,15076,2280,2.0,3,2,0,0,0,0,2,0,0,2,0,0,0,0
2022-04-22,548885,47.3617377851081,-122.05670567159,MAPLE VALLEY,R-6,CHEROKEE BAY PARK ASSESSORS PLAT,2,180000,339000,1978,17132,1970,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-26,480000,47.447763140117,-122.210484694821,RENTON,R-8,TALBOT HILL HOMES ADD,2,232000,299000,1959,8700,1010,1.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-14,3300000,47.6434989957282,-122.151388440209,BELLEVUE,R-1,,2,1484000,1355000,1988,35007,4850,2.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-23,875000,47.5104654324896,-122.180623617456,RENTON,R-8,,2,415000,247000,1959,9721,1300,1.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-25,805000,47.3483862341541,-122.03715869541,MAPLE VALLEY,R-6,DIAMOND HILLS,2,191000,396000,1991,5421,1760,2.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-28,575000,47.448981675594,-122.210498832055,RENTON,R-8,,2,273000,303000,1955,26136,2640,1.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-20,730000,47.3757852627028,-122.047964432485,MAPLE VALLEY,R-4,,2,202000,401000,1971,34412,1740,1.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2022-04-25,750000,47.4642841220847,-122.215902380382,RENTON,R-6,HILLMANS CD EARLINGTON GARDENS NO. 01,2,0,0,1979,17447,2360,1.0,3,2,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-18,755000,47.4287616085323,-122.197979893808,RENTON,R-8,PANTHER LAKE GARDEN TRS,2,238000,394000,1966,8906,2460,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-28,795000,47.3691103565662,-122.040387709803,MAPLE VALLEY,R-6,LAKE WILDERNESS COUNTRY CLUB DIV NO. 04,2,259000,364000,1990,7000,1840,1.0,3,2,0,1,0,0,0,0,0,0,0,0,0,0
2022-04-20,550000,47.5119130617162,-122.158089254819,RENTON,R-6,EASTWOOD PARK,2,482000,55000,1968,9750,1170,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-02,1100000,47.5115478092228,-122.150496157279,RENTON,R-6,SUMMERWIND DIV NO. 02,2,572000,232000,1988,8336,2070,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-28,900000,47.3518523355867,-122.054611084348,MAPLE VALLEY,R-6,EASTWOOD FOREST,2,191000,428000,1992,7466,2000,2.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-27,770000,47.4894476114573,-122.18453923746,RENTON,R-8,HIGHBURY PARK,2,346000,258000,1980,8369,1480,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-25,1733500,47.5265292653081,-122.173893257849,NEWCASTLE,R-6,OLYMPUS DIV NO. 04,2,631000,337000,1995,36187,2380,2.0,3,2,0,0,0,0,0,0,0,2,0,0,0,0
2022-05-01,792500,47.4815245991803,-122.16110039455,RENTON,R-6,FERNWOOD EAST,2,270000,313000,1981,7500,1510,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-20,1610000,47.5328497288719,-122.174260004146,NEWCASTLE,R-6,OLYMPUS DIV NO. 02,2,602000,513000,1989,6732,2810,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-28,620000,47.4576571402176,-122.167063768198,RENTON,R-6,FAIRWOOD PARK DIV NO. 09,2,220000,231000,1977,8680,1070,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-29,615000,47.364300766686,-122.031166004806,MAPLE VALLEY,R-6,FERNWOOD ESTATES DIV NO. 02,2,180000,276000,1980,9794,1370,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-27,1610000,47.7705835465597,-122.16625092177,WOODINVILLE,R-6,UPLAND VIEW,2,451000,466000,1991,7248,2490,2.0,4,2,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-27,675000,47.353547696345,-122.046759346843,MAPLE VALLEY,R-6,ELK RUN DIV NO. 04,2,191000,339000,1993,7303,1580,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-22,672000,47.4996039947712,-122.164268256284,RENTON,R-8,HONEY DEW ESTATES DIV NO. 01,2,232000,234000,1963,8175,990,1.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-05-02,915000,47.7344035645289,-122.171675653967,WOODINVILLE,R-6,KINGSGATE HIGHLANDS DIV NO. 05,2,384000,283000,1976,7500,1290,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-26,450000,47.4893677546294,-122.203008862889,RENTON,R-8,RENTON FARM PLAT,2,197000,220000,1926,5375,590,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-04,1980000,47.533069394892,-122.149154886813,NEWCASTLE,R-4,MEADOW VIEW PARK,2,678000,755000,1990,16607,2640,2.0,4,2,0,1,0,0,0,0,0,0,0,0,0,0
2022-04-28,950000,47.4366238952909,-122.203951427746,RENTON,R-8,WINDSOR HEIGHTS,2,266000,518000,1995,7795,2450,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-04,700000,47.4803917762598,-122.163775927207,RENTON,R-6,HEATHER DOWNS DIV NO. 01,2,228000,244000,1960,7800,1350,1.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-05-09,1510000,47.5404304822778,-122.185934041249,NEWCASTLE,R-6,ASBURY CREST,2,591000,307000,1992,7083,2300,1.0,4,2,0,0,0,1,0,0,0,0,0,0,0,0
2022-05-04,770000,47.3497046659789,-122.033724299031,MAPLE VALLEY,R-6,DIAMOND HILLS,2,191000,347000,1992,11691,1520,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-26,800000,47.4539520408146,-122.206140635291,RENTON,R-8,VICTORIA PARK NO. 03,2,238000,454000,1974,7600,2050,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-03,450000,47.3747850711279,-122.056223022819,MAPLE VALLEY,R-12,CEDAR DOWNS VILLAGE REPLT TR C CD #4,29,101000,273000,1982,4640,1390,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-25,1225000,47.7355717100521,-122.173676725247,WOODINVILLE,R-6,KINGSGATE HIGHLANDS DIV NO. 05,2,384000,420000,1976,7560,1610,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-29,865000,47.3862220849914,-122.03060698748,MAPLE VALLEY,R-6,VALLEY GREEN DIV NO. II,2,191000,445000,1995,7206,1860,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-06,1260000,47.4954859686838,-122.158961859988,RENTON,R-8,ORCHARDS DIV NO. 02 THE,2,320000,502000,1997,7200,2470,1.0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-02,725000,47.4727386129606,-122.201506881404,RENTON,R-8,HIGHLAND ADD TO TOWN OF RENTON,2,281000,336000,1943,10875,1830,1.5,3,2,0,0,0,1,0,2,0,3,0,0,0,0
2022-05-09,635000,47.3628750757955,-122.057556808189,MAPLE VALLEY,R-6,CHEROKEE BAY PARK ASSESSORS PLAT,2,169000,332000,1985,8048,1480,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-04,860000,47.4901324331267,-122.183313064655,RENTON,R-8,HIGHBURY PARK,2,359000,269000,1984,8907,1650,1.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-22,1280000,47.5259333524093,-122.200843933562,RENTON,R-6,HILLMANS LAKE WASH GARDEN OF EDEN NO. 02,2,537000,560000,1998,6729,2431,2.0,4,2,0,0,0,0,0,0,0,2,0,0,1,0
2022-05-05,615000,47.4589633213854,-122.182272066748,RENTON,R-6,CASCADE HILLS NO. 02,2,220000,188000,1958,11796,860,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-10,680000,47.4399745796343,-122.187924441925,RENTON,R-6,VIEW GARDENS ADD,2,191000,303000,1958,11645,1610,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-06,1690000,47.535633012589,-122.177666559528,NEWCASTLE,R-6,LAKE WASHINGTON RIDGE DIV NO. 02,2,591000,400000,1992,12449,1960,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-09,2500000,47.5290787942902,-122.153062907862,NEWCASTLE,R-4,RAINIER CREST DIV NO. 03,2,805000,1061000,1995,10957,4080,2.0,4,2,0,0,1,0,0,0,0,4,3,0,2,0
2022-05-11,1525000,47.5186096853214,-122.209078495474,RENTON,R-8,HILLMANS LAKE WASH GARDEN OF EDEN NO. 01,2,574000,300000,1955,8175,2300,1.0,4,1,0,0,0,2,0,0,0,3,0,0,3,0
2022-04-29,910000,47.455062205072,-122.182384806411,RENTON,R-6,CASCADE HILLS NO. 06,2,240000,349000,1963,8422,1640,1.0,5,3,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-12,705000,47.356153239378,-122.037977624104,MAPLE VALLEY,R-6,ELK RUN DIV NO. 02,2,191000,306000,1990,7200,1570,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-12,400000,47.5014550937327,-122.173480868809,RENTON,R-8,BALCHS ALBERT PRESIDENT PARK NO. 11,2,294000,164000,1959,6132,1130,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-12,888000,47.4848281834775,-122.16253605075,RENTON,R-6,FERNWOOD NORTH,2,270000,353000,1985,7535,2190,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-16,575000,47.3595318544643,-122.05688680071,MAPLE VALLEY,R-6,LAKEWOOD ESTATES,2,174000,249000,1980,9601,910,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-06,1180000,47.5240315223107,-122.199291901216,RENTON,R-6,HILLMANS LAKE WASH GARDEN OF EDEN NO. 02,2,430000,482000,1996,10065,2390,2.0,3,2,0,0,0,3,0,0,0,0,0,0,0,0
2022-05-04,515000,47.4926803995699,-122.170520883057,RENTON,R-8,BALCHS ALBERT PRESIDENT PARK,2,277000,126000,1952,5200,830,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-04,1900000,47.5304978782724,-122.149890751926,NEWCASTLE,R-4,RAINIER CREST DIV NO. 03,2,668000,574000,1990,8239,2700,2.0,3,2,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-10,1500000,47.3819158500985,-122.035359974862,MAPLE VALLEY,R-6,HIGHLANDS AT LAKE WILDERNESS,2,203000,654000,1996,9957,4050,2.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-10,2750000,47.6560055384169,-122.157420978437,BELLEVUE,R-1,CANTERWOOD,2,1406000,1177000,1980,35000,4020,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-25,1100000,47.5370927169022,-122.192916857304,RENTON,R-8,HILLMANS LAKE WASH GARDEN OF EDEN NO. 03,2,593000,219000,1967,17644,1270,1.0,3,1,0,0,0,2,0,0,0,2,0,0,0,0
2022-05-13,3450000,47.5930532415248,-122.232084258776,MERCER ISLAND,R-12,MERCER PARK ADD,2,1167000,1029000,1986,10866,3210,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-10,750000,47.4476853819653,-122.213377994624,RENTON,R-6,MANCE ADD,2,238000,330000,1962,10088,2010,1.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-13,855000,47.3810080727327,-122.023530633183,MAPLE VALLEY,R-6,BELMONT WOODS,2,169000,434000,1995,6996,1660,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-13,665000,47.3864359290019,-122.029017430231,MAPLE VALLEY,R-6,VALLEY GREEN DIV NO. II,2,191000,330000,1994,6995,1260,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-10,2325000,47.5469898080324,-122.110381106417,BELLEVUE,R-1,,2,609000,1010000,1979,44374,3440,2.0,3,1,0,0,0,0,0,0,2,3,0,0,0,2
2022-05-11,1175000,47.7577519430043,-122.145129293313,WOODINVILLE,R-6,REINWOOD DIV NO. 03,2,432000,395000,1979,7676,2330,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-03,740000,47.4787373312339,-122.159620351604,RENTON,R-6,HEATHER DOWNS DIV NO. 02,2,260000,290000,1979,7800,1700,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-04,465000,47.4566723550656,-122.178410389884,RENTON,R-6,CASCADE HILLS NO. 03,2,220000,179000,1959,8413,820,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-12,590000,47.4570098981284,-122.169538147851,RENTON,R-6,FAIRWOOD PARK DIV NO. 09,2,220000,280000,1969,7000,1070,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-13,750000,47.4729496827418,-122.187119112759,RENTON,R-8,FALCON RIDGE (CEDAR RIDGE),2,220000,398000,1986,4791,1720,2.0,3,2,0,0,0,0,0,0,0,2,0,0,0,0
2022-05-16,725000,47.353370810814,-122.038137045531,MAPLE VALLEY,R-6,ELK RUN DIV NO. 03,2,187000,370000,1994,7350,1830,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-12,599950,47.4521114299225,-122.17191686045,RENTON,R-6,CASCADE VISTA NO. 03,2,209000,186000,1959,7560,860,1.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-05-12,1800000,47.6527717322522,-122.158304768732,BELLEVUE,R-1,BRENTWOOD LANE,2,1410000,389000,1986,44964,2310,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-11,640000,47.3582378326295,-122.052925355735,MAPLE VALLEY,R-6,CHEROKEE BAY PARK ASSESSORS PLAT,2,156000,364000,1989,7875,1830,1.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-05-09,900000,47.4560318750786,-122.206578218453,RENTON,R-8,VICTORIA PARK NO. 02,2,232000,433000,1971,9803,2630,2.0,4,2,0,0,0,1,0,0,0,0,0,0,0,0
2022-05-11,800000,47.4585093261503,-122.170516425464,RENTON,R-6,CASCADE VISTA NO. 04,2,240000,337000,1961,8164,2020,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-16,615000,47.4871384848719,-122.20479943884,RENTON,R-8,RENTON FARM PLAT NO. 04,2,197000,279000,1908,5300,2040,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-19,700000,47.3823535756684,-122.047454970466,MAPLE VALLEY,R-6,LAKE WILDERNESS ESTATES,2,180000,369000,1988,15092,1590,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-11,710000,47.4799386839639,-122.231432506122,RENTON,R-8,RYANS 1ST TO EARLINGTON,2,192000,331000,1961,6678,2400,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
