sale_date,sale_price,latitude,longitude,city,zoning,subdivision,present_use,land_val,imp_val,year_built,sqft_lot,sqft,stories,beds,bath_full,wfnt,golf,greenbelt,noise_traffic,view_rainier,view_olympics,view_cascades,view_territorial,view_skyline,view_sound,view_lakewash,view_lakesamm
2020-06-23,335000,47.4926499934059,-122.16504817348,RENTON,R-8,BALCHS ALBERT PRESIDENT PARK NO. 04,2,277000,104000,1953,5830,700,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,455000,47.3531178533103,-122.058190875575,MAPLE VALLEY,R-6,EASTWOOD FOREST,2,191000,311000,1992,7000,1410,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-02,520000,47.4837563931031,-122.163795144519,RENTON,R-6,FERNWOOD NORTH,2,256000,297000,1985,9562,1290,1.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2020-06-30,415000,47.4964694873742,-122.188098623668,RENTON,R-8,RENTON HIGHLANDS ADD,2,327000,112000,1942,6800,860,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-02,650000,47.741304369232,-122.169456872684,WOODINVILLE,R-6,KINGSWOOD,2,384000,341000,1969,8927,1580,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,432000,47.472094768192,-122.188600220139,RENTON,R-8,FALCON RIDGE (CEDAR RIDGE),2,175000,320000,1989,3926,1290,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,774950,47.7631916346465,-122.142768615628,WOODINVILLE,R-6,WOODINVILLE HIGHLANDS,2,467000,591000,1984,15500,2720,1.0,3,1,0,0,0,0,0,2,0,2,0,0,0,0
2020-07-01,491900,47.4405620202741,-122.184291757205,RENTON,R-4,NORTHWESTERN GARDEN TRACTS DIV NO. 02,2,238000,311000,1954,21279,1550,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-07,469950,47.473282122466,-122.189448718096,RENTON,R-8,FALCON RIDGE (CEDAR RIDGE),2,200000,334000,1985,4100,1560,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,549000,47.4588674566486,-122.173340233373,RENTON,R-6,CASCADE VISTA NO. 04,2,240000,315000,1961,7935,1650,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,710000,47.3745319338604,-122.028544015778,MAPLE VALLEY,R-4,LAKE FOREST ESTATES,2,339000,567000,1990,14246,2680,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-07,440000,47.4642762214142,-122.208884074841,RENTON,R-8,AZZOLAS COUNTRY VILLA ADD,2,232000,304000,1968,7353,1730,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30,485000,47.4966848588738,-122.176809078144,RENTON,R-8,SUBURBAN HEIGHTS NO. 02,2,320000,254000,1958,8381,2380,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-09,2400000,47.6292248926506,-122.196685996235,BELLEVUE,R-1,DIAMOND S RANCH THE,2,2425000,1000,1950,49880,1790,1.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-07,630000,47.5235996195,-122.1839083215,NEWCASTLE,R-4,BREWER ADD,2,495000,201000,1968,10800,1810,1.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-08,400000,47.4892287822267,-122.20477360462,RENTON,R-8,RENTON FARM PLAT NO. 04,2,191000,201000,1945,4500,1000,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,660000,47.3738396490045,-122.050539971246,MAPLE VALLEY,R-4,CEDAR DOWNS DIV NO. 01,2,226000,569000,1977,16626,3740,1.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-02,470000,47.37817958826,-122.05041798664,MAPLE VALLEY,R-4,WILDERNESS PARK,2,180000,332000,1994,6846,1420,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-08,510000,47.4771110697712,-122.202184282111,RENTON,R-8,RENTON TOWN OF,2,278000,285000,1907,8625,1460,1.0,3,1,0,0,0,0,0,0,0,3,0,0,1,0
2020-07-08,575000,47.4630665844217,-122.124546698051,RENTON,R-8,VALLEY FAIRE NO. 01,2,215000,492000,1987,10716,1780,2.0,3,1,0,0,0,2,0,0,0,0,0,0,0,0
2020-07-09,465000,47.4959287500425,-122.170481244553,RENTON,R-8,BALCHS ALBERT PRESIDENT PARK NO. 06,2,277000,225000,1954,6000,1280,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,330000,47.4594637019557,-122.174437302208,RENTON,R-6,CASCADE VISTA NO. 04,2,240000,323000,1961,20320,1730,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-08,590000,47.3740028115404,-122.041946862177,MAPLE VALLEY,R-6,LAKE WILDERNESS COUNTRY CLUB DIV NO. 03,2,254000,405000,1988,10063,1870,2.0,3,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-06-24,935000,47.528432381601,-122.144235850077,NEWCASTLE,R-4,RAINIER CREST DIV NO. 03,2,668000,536000,1991,8062,2830,2.0,4,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-09,553000,47.3873785767765,-122.05286086518,MAPLE VALLEY,R-6,WILDERHAVEN,2,180000,457000,1998,6603,2110,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-09,1198000,47.6387070585248,-122.184236546354,BELLEVUE,R-1,BELLMEADE,2,1446000,149000,1974,31605,3090,1.5,4,3,0,0,0,1,0,0,0,0,0,0,0,0
2020-06-30,1150000,47.6510577760226,-122.163682790974,BELLEVUE,R-1,O FARRELLS BRIDLE TRAILS,2,1291000,1000,1968,39852,1880,2.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-14,663500,47.7593448614919,-122.144954413976,WOODINVILLE,R-6,WOODINVILLE HEIGHTS,2,465000,270000,1983,11460,1290,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,464500,47.5016096543104,-122.172201843637,RENTON,R-8,STUDEBAKERS ADD,2,303000,191000,1963,8819,1380,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-11,465000,47.4939294642433,-122.167063680137,RENTON,R-8,BALCHS ALBERT PRESIDENT PARK NO. 04,2,263000,253000,1953,7020,1730,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,400000,47.4966198277112,-122.169494639035,RENTON,R-8,BALCHS ALBERT PRESIDENT PARK NO. 05,2,277000,127000,1954,6684,700,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-14,806000,47.5204318287895,-122.162445514834,NEWCASTLE,R-4,EVERGREEN TERRACE ADD,2,529000,322000,1962,32164,2740,1.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,393000,47.4532459803683,-122.199845219284,RENTON,R-8,AKERS FARMS NO. 05,2,270000,89000,1947,18266,880,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-07,565000,47.5128154167996,-122.161546547002,RENTON,R-6,GLENCOE DIV NO. 02,2,511000,160000,1975,7245,1880,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-07,817000,47.5147900175972,-122.178941257789,RENTON,R-6,HONEY CREEK RIDGE DIV NO. 01,2,585000,394000,1996,10330,2690,2.0,3,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-14,745000,47.5148136715411,-122.158255366659,RENTON,R-6,RIDGEVIEW ESTATES,2,537000,477000,1990,9375,2780,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,579622,47.4578304993178,-122.166441339721,RENTON,R-6,FAIRWOOD PARK DIV NO. 09,2,220000,387000,1976,7274,1890,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,410500,47.4620206535388,-122.185516748747,RENTON,R-6,CASCADE VISTA NO. 02,2,209000,229000,1958,7560,920,1.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-08,410000,47.4509892343776,-122.181269520845,RENTON,R-6,CASCADE VISTA ADD,2,220000,219000,1958,7560,1250,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-16,695000,47.3819540425779,-122.043129306654,MAPLE VALLEY,R-6,LAKE WILDERNESS ESTATES,2,186000,533000,1986,16103,3010,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-06-25,895000,47.5313284446682,-122.183978359006,NEWCASTLE,R-6,LAKE WASHINGTON CREST DIV NO. 01,2,580000,384000,1989,11213,2720,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-15,368000,47.4378762019765,-122.193700449523,RENTON,R-8,MAPLE GLEN ADD,2,211000,371000,1977,8500,2070,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,515000,47.365200635263,-122.040940266587,MAPLE VALLEY,R-6,LAKE WILDERNESS COUNTRY CLUB DIV NO. 04,2,248000,371000,1991,8016,1850,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-15,625000,47.5115596605774,-122.163701057936,RENTON,R-6,WINDSTAR,2,511000,138000,1979,8850,2260,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-09,485950,47.4603481898402,-122.173985803446,RENTON,R-6,CASCADE VILLAGE DIV NO. 03,2,240000,270000,1962,7236,1510,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-16,1025000,47.5325462511477,-122.15971558073,NEWCASTLE,R-4,RAINIER CREST DIV NO. 02,2,657000,594000,1991,17567,3590,2.0,6,3,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-17,481000,47.5086869342248,-122.159505212019,RENTON,R-6,GLENCOE,2,511000,74000,1968,7206,1540,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-15,370000,47.4969330612789,-122.191148254801,RENTON,R-8,HARRIES GARDEN HOME TRS,2,210000,154000,1925,4596,680,1.0,2,1,0,0,0,2,0,0,0,0,0,0,0,0
2020-07-19,399950,47.4894976966874,-122.188853287647,RENTON,R-8,WINDSOR HILLS ADD TO RENTON,2,359000,78000,1943,6289,980,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,510000,47.4540859518744,-122.201874152075,RENTON,R-8,AKERS FARMS NO. 05,2,220000,356000,1967,10000,2400,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-17,566500,47.5085259154877,-122.165330426569,RENTON,R-6,,2,511000,156000,1997,4588,1640,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,745000,47.7362210207433,-122.173813031594,WOODINVILLE,R-6,KINGSGATE HIGHLANDS DIV NO. 05,2,384000,476000,1976,7455,2060,1.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,748000,47.5254696958743,-122.168860212282,NEWCASTLE,R-6,OLYMPUS,2,558000,372000,1987,13466,2100,1.0,3,2,0,0,0,0,0,0,0,2,0,0,0,0
2020-07-21,516000,47.387720027199,-122.050514810083,MAPLE VALLEY,R-6,MAPLE VALLEY MEADOWS,2,180000,369000,1991,7003,1620,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-16,562000,47.4995830404011,-122.161434615415,RENTON,R-8,HONEY DEW ESTATES DIV NO. 02,2,245000,292000,1965,7700,1250,1.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-17,425000,47.4775891087692,-122.17943276249,RENTON,R-4,MAPLEWOOD DIV NO. 01,2,185000,267000,1943,10916,1320,1.0,3,1,0,0,0,2,0,0,0,0,0,0,0,0
2020-07-24,480000,47.3518523355867,-122.054611084348,MAPLE VALLEY,R-6,EASTWOOD FOREST,2,191000,428000,1992,7466,2000,2.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-10,1058000,47.5246269980089,-122.202836191041,RENTON,R-6,ISLAND VIEW ADD,2,568000,471000,1962,8788,2930,1.0,4,1,0,0,0,0,0,0,0,2,0,0,2,0
2020-07-23,457500,47.4991944811475,-122.176792617489,RENTON,R-8,GRACELAND TERRACE,2,320000,179000,1958,7524,1060,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,500000,47.4422865105846,-122.185478632281,RENTON,R-6,NORTHWESTERN GARDEN TRACTS DIV NO. 01,2,232000,331000,1967,21189,1830,1.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-26,445000,47.4601888881922,-122.208840946738,RENTON,R-8,RENTON CO-OP COAL COS AC TRACTS NO. 02,2,238000,272000,1993,9425,1300,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-17,683000,47.7595932133792,-122.144993660389,WOODINVILLE,R-6,WOODINVILLE HEIGHTS,2,441000,288000,1983,16259,1410,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,325000,47.4966752504558,-122.190740332986,RENTON,R-8,RENTON HIGHLANDS ADD,2,312000,102000,1942,5671,930,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,576500,47.5008130388678,-122.171696663781,RENTON,R-8,BALCHS ALBERT PRESIDENT PARK NO. 12,2,294000,312000,1962,6220,1720,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,959500,47.5106611472836,-122.195957301751,RENTON,R-4,HILLMANS LAKE WASH GARDEN OF EDEN NO. 04,2,432000,503000,1956,24025,4210,1.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,445450,47.500224424688,-122.167489524233,RENTON,R-8,BRENTWOOD DIV NO. 02,2,288000,243000,1962,14875,1340,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,365000,47.49681411592,-122.183321364036,RENTON,R-8,RENTON HIGHLANDS ADD,2,313000,78000,1942,5800,1020,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,467900,47.3641989445821,-122.043922463305,MAPLE VALLEY,R-6,CHEROKEE BAY PARK ASSESSORS PLAT,2,169000,364000,1964,11250,2280,1.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,400000,47.4861430915351,-122.197788902396,RENTON,R-8,CAR WORKS ADD TO RENTON,2,181000,199000,1929,4400,1000,1.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-28,405000,47.3823535756684,-122.047454970466,MAPLE VALLEY,R-6,LAKE WILDERNESS ESTATES,2,180000,369000,1988,15092,1590,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,825000,47.7715742756575,-122.165275740849,WOODINVILLE,R-6,GATEWOOD COURT,2,451000,375000,1993,7308,1910,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-20,468000,47.4957407766603,-122.179536726321,RENTON,R-8,FAIR VIEW TERRACE ADD,2,320000,183000,1958,7800,1360,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-29,610000,47.4707560477042,-122.196995784421,RENTON,R-8,HIGHLAND ADD TO TOWN OF RENTON,2,356000,263000,1969,21121,1660,1.0,3,1,0,0,0,0,0,2,0,2,0,0,0,0
2020-07-23,1110000,47.608053592276,-122.197060730866,BELLEVUE,R-4,PIEROTH HEIGHTS ADD,2,1347000,121000,1959,8400,2610,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,625000,47.4842168014288,-122.159091771357,RENTON,R-6,FERNWOOD NORTH,2,270000,326000,1986,7350,1390,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-26,600000,47.3709707404689,-122.037382386256,MAPLE VALLEY,R-4,LAKE WILDERNESS SHORE ACRES,2,636000,434000,1954,13275,1090,1.0,3,1,8,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,600000,47.4411347960942,-122.176373109438,RENTON,R-4,HIDDEN CEDARS DIV NO. 02,2,198000,514000,1991,8648,2550,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-22,593200,47.3684882734736,-122.039844856079,MAPLE VALLEY,R-6,LAKE WILDERNESS COUNTRY CLUB DIV NO. 04,2,259000,424000,1990,5785,2500,2.0,4,2,0,1,0,0,0,0,0,0,0,0,0,0
2020-07-27,540000,47.4508580139615,-122.209055474249,RENTON,R-8,WINSPER DIV NO. 01,2,253000,403000,1989,4603,1980,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,650000,47.3779712682411,-122.044053225508,MAPLE VALLEY,R-6,LAKE WILDERNESS COUNTRY CLUB DIV NO. 01,2,254000,320000,1987,5795,1900,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-27,453000,47.3601559592454,-122.050242245168,MAPLE VALLEY,R-6,CHEROKEE BAY PARK ASSESSORS PLAT,2,169000,332000,1985,7930,1540,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,740000,47.4832928661154,-122.192950585529,RENTON,R-8,MONTEREY TERRACE ADD,2,574000,259000,1960,10500,3770,1.0,4,1,0,0,0,0,0,2,0,3,2,0,2,0
2020-07-27,405000,47.359450083878,-122.047994796713,MAPLE VALLEY,R-6,CHEROKEE BAY PARK ASSESSORS PLAT,2,169000,281000,1983,8500,1180,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,480000,47.3495681755567,-122.034098642322,MAPLE VALLEY,R-6,DIAMOND HILLS,2,200000,364000,1992,20229,1850,1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,587500,47.4405769357227,-122.195030438215,RENTON,R-8,BENSON TERRACE DIV NO. 01,2,191000,401000,1956,8505,2010,1.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,425000,47.4751960673721,-122.171513925294,RENTON,R-4,MAPLEWOOD DIV NO. 02,2,182000,289000,1944,7200,1100,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-30,505000,47.3675230051197,-122.045174185946,MAPLE VALLEY,R-6,CHEROKEE BAY PARK ASSESSORS PLAT,2,169000,347000,1996,8664,1900,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-31,393000,47.4543727901539,-122.208168302794,RENTON,R-8,VICTORIA PARK NO. 03,2,238000,358000,1975,7725,1860,1.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,525000,47.4309468645345,-122.20590065493,RENTON,R-4,HI-VIEW HEIGHTS ADD,2,253000,426000,1969,18693,2000,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-30,639943,47.5121803874409,-122.181340829832,RENTON,R-8,WEATHEREDWOOD II,2,533000,145000,1983,8822,2140,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-31,350000,47.3675533050413,-122.038751595217,MAPLE VALLEY,R-6,LAKE WILDERNESS COUNTRY CLUB DIV NO. 04,2,259000,368000,1990,11974,2070,2.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-07-23,640000,47.3802987028111,-122.035674173908,MAPLE VALLEY,R-6,HIGHLANDS AT LAKE WILDERNESS,2,203000,542000,1994,9541,2530,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-30,490000,47.466595826818,-122.180190725648,RENTON,R-8,TIFFANY PARK DIV NO. 02,2,260000,309000,1975,7350,2000,1.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-04,680000,47.5186635857365,-122.203640699651,RENTON,R-8,HILLMANS LAKE WASH GARDEN OF EDEN NO. 01,2,464000,290000,1990,5400,1600,2.0,2,2,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-25,600000,47.4546269771933,-122.211054701494,RENTON,R-8,VICTORIA PARK NO. 04,2,238000,413000,1980,8064,2930,2.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,475000,47.3645091720436,-122.035986930289,MAPLE VALLEY,R-6,WILDERNESS ESTATES,2,203000,365000,1994,8811,1975,2.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,1320000,47.5301539967723,-122.152729816086,NEWCASTLE,R-4,RAINIER CREST DIV NO. 03,2,750000,663000,1992,15700,3370,1.0,4,3,0,0,0,0,0,0,0,3,0,0,2,0
2020-07-29,460000,47.3559369010622,-122.039731779367,MAPLE VALLEY,R-6,ELK RUN,2,191000,328000,1990,8018,1610,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,490000,47.4252144348642,-122.20061194854,RENTON,R-4,DONNYBROOK MANOR ADD,2,238000,341000,1963,9779,1550,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,1199000,47.5331150675375,-122.149908127312,NEWCASTLE,R-4,MEADOW VIEW PARK,2,678000,754000,1991,13142,3150,2.0,4,2,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-06,385000,47.4505546413087,-122.180664603199,RENTON,R-6,CASCADE VISTA ADD,2,220000,177000,1958,7560,950,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,900000,47.5303521441161,-122.179433897681,NEWCASTLE,R-4,DORCHESTER RIDGE,2,569000,414000,1997,12040,2640,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-30,500000,47.3624010927036,-122.047217482346,MAPLE VALLEY,R-6,CHEROKEE BAY PARK ASSESSORS PLAT,2,169000,327000,1980,8540,1730,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,500000,47.5003303917614,-122.177170010408,RENTON,R-8,GRACELAND TERRACE,2,320000,202000,1959,9327,1060,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-01,517000,47.5080557288238,-122.163398058544,RENTON,R-6,GLENCOE,2,511000,165000,1969,9722,1990,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,506000,47.5080557288238,-122.163398058544,RENTON,R-6,GLENCOE,2,511000,165000,1969,9722,1990,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-04,390000,47.4694948694328,-122.165291111786,RENTON,R-4,MAPLEWOOD HOME ADD,2,150000,308000,1947,10350,1200,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-22,370000,47.4671231668928,-122.163799624867,RENTON,R-4,,2,140000,253000,1966,9439,970,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-09,1059800,47.529782292269,-122.143340604123,NEWCASTLE,R-4,RAINIER CREST DIV NO. 03,2,668000,576000,1990,6882,2840,2.0,3,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-05,1200000,47.7571385543207,-122.12943439966,WOODINVILLE,R-1,LAUREL HILLS,2,467000,1109000,1985,27105,4270,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,767000,47.3735877183908,-122.019948825688,MAPLE VALLEY,R-6,FOREST AT SPRINGHAVEN THE,2,339000,531000,1990,43750,2290,1.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,550000,47.380410703713,-122.027797958229,MAPLE VALLEY,R-6,BELMONT WOODS DIV NO. 02,2,169000,448000,1995,7974,2200,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-08,340000,47.4692934004831,-122.165748961157,RENTON,R-4,MAPLEWOOD HOME ADD,2,130000,188000,1942,6900,640,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-05,572500,47.7621241807748,-122.162218296318,WOODINVILLE,R-6,WALLS ADD,2,489000,135000,1969,9786,1260,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-30,920001,47.3738139318249,-122.031011493026,MAPLE VALLEY,R-4,LAKE FOREST ESTATES,2,350000,712000,1991,15161,3870,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-09,531000,47.3844674079985,-122.028981226991,MAPLE VALLEY,R-6,VALLEY GREEN DIV NO. I,2,191000,387000,1994,7912,1820,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-10,490000,47.3519955390114,-122.057466497767,MAPLE VALLEY,R-6,EASTWOOD FOREST,2,191000,328000,1993,6725,1750,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,1825000,47.6532225471728,-122.158188889249,BELLEVUE,R-1,BRENTWOOD LANE,2,1519000,862000,1980,48464,4160,2.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,575000,47.4995721305354,-122.176209233395,RENTON,R-8,GRACELAND TERRACE,2,320000,346000,1959,8023,2600,1.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-11,415000,47.4533915197641,-122.178946443617,RENTON,R-6,CASCADE HILLS NO. 07,2,240000,245000,1966,8490,1000,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,621000,47.7346066488563,-122.171681508424,WOODINVILLE,R-6,KINGSGATE HIGHLANDS DIV NO. 05,2,384000,332000,1976,7300,1290,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,595000,47.4933902137729,-122.188547654283,RENTON,R-8,RENTON SUNSET HEIGHTS ADD,2,358000,371000,1966,9134,3150,1.0,6,2,0,0,0,0,0,0,0,2,0,0,0,0
2020-07-22,599000,47.3718653456023,-122.040753546186,MAPLE VALLEY,R-6,LAKE WILDERNESS COUNTRY CLUB DIV NO. 03,2,259000,465000,1990,7502,2260,1.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-07,450000,47.5074595559807,-122.184897782088,RENTON,R-8,,2,427000,239000,1964,14280,1400,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-11,615000,47.4373248357231,-122.179288933526,RENTON,R-4,NORTHWESTERN GARDEN TRACTS DIV NO. 06,2,225000,478000,1968,15060,2750,2.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-08,1252500,47.6020593773108,-122.196673175143,BELLEVUE,R-4,MYERS C R 1ST ADD TO MOORLAND,2,1347000,130000,1949,10000,2470,1.0,3,2,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-10,415000,47.4516545436803,-122.182776845849,RENTON,R-6,CASCADE VISTA ADD,2,220000,171000,1958,7800,950,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,965000,47.7437454086881,-122.17076864432,WOODINVILLE,R-6,WINCHESTER HILLS DIV NO. 02,2,415000,665000,1993,9958,2830,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-14,307000,47.4604018160738,-122.177050926265,RENTON,R-6,CASCADE VILLAGE DIV NO. 02,2,240000,286000,1962,8910,1290,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-12,540000,47.4451765331143,-122.210720287555,RENTON,R-8,TALBOT HILL HOMES ADD,2,214000,341000,1976,19458,1540,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-14,498000,47.4600875102077,-122.147579953584,RENTON,R-4,MAPLE RIDGE ESTATES,2,220000,466000,1990,10500,1900,1.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-12,1045000,47.5480755196701,-122.111132309577,BELLEVUE,R-1,ZAHNS ADD ASSESSORS PLAT,2,529000,652000,1978,34998,2260,2.0,4,1,0,0,0,1,0,0,2,2,0,0,0,0
2020-08-10,414800,47.4950936729987,-122.188194332075,RENTON,R-8,RENTON HIGHLANDS ADD,2,299000,130000,1942,4917,860,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-14,460000,47.4477804231241,-122.167575008826,RENTON,R-6,RENTON PARK DIV NO. 04,2,230000,276000,1968,8010,1310,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
