list_date,list_price,sold_date,sold_price,beds,baths,sqft,lot_sqft,city,street,zip,latitude,longitude
2024-05-15,1250000,2025-02-28,1200000,4,3.5,3766,18731,Saint Paul,1335 Beechwood Pl,55116,44.915441,-93.15643
2025-02-04,288000,2025-03-03,353000,3,2,1283,4966,Saint Paul,1757 Englewood Ave,55104,44.964358,-93.174478
2024-09-06,199000,2024-12-27,200000,3,1,1008,3049,Saint Paul,806 Agate St,55117,44.965511,-93.093761
2025-01-27,275000,2025-03-03,300000,2,1.5,1252,6360,Saint Paul,480 Orleans St,55107,44.931222,-93.09969
2025-01-18,300000,2025-02-24,290000,3,2,1504,10324,Saint Paul,1047 Breen St,55106,44.973039,-93.027041
2024-10-15,349000,2024-12-06,355000,4,1.5,2002,8102,Saint Paul,1547 Hoyt Ave E,55106,44.988643,-93.034986
2025-03-10,569900,2025-04-28,595000,5,3.5,2655,6186,Saint Paul,1766 Sheridan Ave,55116,44.901405,-93.175245
2024-10-23,625000,2024-12-12,630000,4,2.5,2415,7405,Saint Paul,297 Saratoga St S,55105,44.932581,-93.164836
2025-02-25,314900,2025-04-23,333000,4,2,1734,8102,Saint Paul,753 Hall Ave,55107,44.923373,-93.087018
2025-01-09,255000,2025-03-18,253000,3,1,1140,5079,Saint Paul,1605 Reaney Ave,55106,44.964202,-93.032609
2025-02-18,485000,2025-03-26,500000,4,2,2302,9191,Saint Paul,914 Arlington Ave W,55117,44.984322,-93.139046
,,2025-04-01,350000,3,1.5,1329,7501,Saint Paul,1970 Dayton Ave,55104,44.946955,-93.183528
2025-01-09,219900,2025-02-28,219900,2,2,1408,7492,Saint Paul,740 Bidwell St,55107,44.923767,-93.090548
,,2025-01-03,230000,2,1,691,5097,Saint Paul,1499 Holton St,55108,44.986254,-93.160872
2024-09-25,524900,2024-12-13,525000,3,3,2969,6273,Saint Paul,1828 Montreal Ave,55116,44.91224,-93.177657
2024-11-15,324999,2025-03-11,321000,3,1.5,1600,7187,Saint Paul,2218 Upper Afton Rd E,55119,44.940774,-93.00661
,,2025-01-30,221000,2,2,1120,4879,Saint Paul,923 Geranium Ave E,55106,44.975977,-93.061526
2025-01-01,275000,2025-02-10,276000,3,2,1676,4530,Saint Paul,1027 Conway St,55106,44.956105,-93.057127
2024-09-04,475000,2024-12-06,460000,4,3,1848,5532,Saint Paul,2169 Watson Ave,55116,44.924673,-93.191885
2025-01-13,280000,2025-02-07,280000,4,2,1606,9148,Saint Paul,1479 Winthrop St N,55119,44.985749,-93.010495
2025-01-11,225000,2025-02-18,225000,3,2,1354,5401,Saint Paul,1267 4th St E,55106,44.958847,-93.046924
,,2024-12-20,275000,3,2,1542,6599,Saint Paul,292 Thomas Ave,55103,44.959168,-93.112428
,,2025-05-05,805000,4,3.5,3528,17302,Saint Paul,1625 Edgcumbe Rd,55116,44.915312,-93.153394
2025-02-12,345000,2025-03-24,335000,3,2,1824,5968,Saint Paul,1868 Wilson Ave,55119,44.953846,-93.02136
2025-03-12,245000,2025-04-18,285000,3,2,1511,4879,Saint Paul,1079 Rose Ave E,55106,44.97689,-93.054873
2025-03-11,260000,2025-04-18,258000,2,1,1085,8973,Saint Paul,2056 Nokomis Ave,55119,44.966266,-93.014099
2025-01-23,357500,2025-03-18,362500,3,1,1512,4966,Saint Paul,1261 Watson Ave,55116,44.924492,-93.153471
2024-11-07,325000,2024-12-06,316000,3,2,1260,5053,Saint Paul,1624 Hartford Ave,55116,44.923111,-93.168915
,,2024-12-20,335000,5,4.5,2260,10001,Saint Paul,732 Jenks Ave,55106,44.970931,-93.069663
,,2025-01-08,275000,3,1,1321,5053,Saint Paul,1107 Hawthorne Ave E,55106,44.978688,-93.053781
,,2025-02-18,300000,3,2,1315,7100,Saint Paul,1737 Orange Ave E,55106,44.979586,-93.026988
,,2025-01-24,147000,3,1,1108,4961,Saint Paul,862 3rd St E,55106,44.956482,-93.064129
2024-04-12,1275000,2025-01-17,1265000,6,5.5+,7910,10759,Saint Paul,485 Summit Ave,55102,44.941659,-93.120488
2025-02-07,150000,2025-01-27,150000,3,1,1112,4966,Saint Paul,1739 Race St,55116,44.915377,-93.147688
,,2025-03-27,385000,5,2,2126,9919,Saint Paul,1836 Marshall Ave,55104,44.948034,-93.177864
2025-03-01,199900,2025-04-01,210000,2,1,850,4879,Saint Paul,1783 Ames Ave,55119,44.972354,-93.024964
2025-03-20,379900,2025-04-25,400000,3,1.5,1151,6200,Saint Paul,1243 Randolph Ave,55105,44.927213,-93.152704
,,2025-04-15,215000,4,1.5,1538,4879,Saint Paul,664 Orange Ave E,55106,44.979006,-93.072422
,,2025-02-27,205024,3,1,1424,4796,Saint Paul,1611 Edmund Ave,55104,44.958626,-93.168313
2025-02-12,279900,2025-03-14,277000,4,1,1560,12415,Saint Paul,565 Hazel St N,55119,44.958344,-93.020781
2024-11-15,240000,2025-01-21,244000,3,2,980,5140,Saint Paul,1915 4th St E,55119,44.958822,-93.019431
2025-02-21,235000,2025-03-25,230000,4,2,1969,6011,Saint Paul,422 Minnehaha Ave E,55130,44.962739,-93.082782
2024-11-16,219900,2025-02-07,210000,2,1,1701,4792,Saint Paul,1191 Maryland Ave E,55106,44.977799,-93.05007
2025-02-21,297997,2025-04-03,305000,4,2,1800,5053,Saint Paul,900 Palace Ave,55102,44.928415,-93.138159
2025-01-17,220000,2025-02-28,217000,4,2,1434,4792,Saint Paul,1222 Minnehaha Ave E,55106,44.962834,-93.049063
2024-09-20,259900,2025-02-03,287000,3,1,1428,4792,Saint Paul,115 Winifred St W,55107,44.931618,-93.090538
2025-02-04,260000,2025-03-03,286000,2,2,1271,4792,Saint Paul,1354 Blair Ave,55104,44.96087,-93.157474
,,2025-03-26,254000,2,2,1183,6098,Saint Paul,1611 Ross Ave,55106,44.96609,-93.032438
2025-01-10,145000,2025-03-07,145000,2,1,1002,4835,Saint Paul,355 Burgess St,55117,44.968644,-93.115053
2025-01-28,359900,2025-04-14,359150,3,2,1420,4966,Saint Paul,1422 Juliet Ave,55105,44.92944,-93.16035
2024-01-27,1294349,2025-02-28,1269421,5,3.5,3547,7405,Saint Paul,2103 Juliet Ave,55105,44.930033,-93.189158
2024-09-08,164900,2024-12-27,165000,4,2,1742,6926,Saint Paul,1011 Minnehaha Ave E,55106,44.963315,-93.057829
2024-11-02,269000,2024-12-16,275000,3,1,1250,4922,Saint Paul,1266 Lafond Ave,55104,44.959984,-93.153617
2025-03-11,1225000,2025-04-04,1355000,5,3.5,4368,9583,Saint Paul,501 Mount Curve Blvd,55116,44.92632,-93.195505
2025-02-17,325000,2025-04-04,344100,2,1.5,1360,4356,Saint Paul,1185 Randolph Ave,55105,44.927256,-93.149888
,,2025-01-17,385000,3,1,1218,5079,Saint Paul,1616 Hartford Ave,55116,44.92311,-93.168606
,,2024-12-16,650000,4,3,2606,6251,Saint Paul,1134 Palace Ave,55105,44.928497,-93.148044
2025-03-26,349900,2025-04-30,375000,3,2,1344,4835,Saint Paul,970 Carroll Ave,55104,44.950059,-93.141055
2025-02-05,385000,2025-03-14,385000,3,1,1248,5227,Saint Paul,1809 Stanford Ave,55105,44.932729,-93.176668
2025-01-15,224990,2025-02-13,234900,3,1.5,1380,4879,Saint Paul,1132 Beech St,55106,44.961915,-93.052513
,,2025-01-29,250000,5,2.5,3013,4800,Saint Paul,1946 Wellesley Ave,55105,44.93134,-93.182643
2025-01-02,254900,2025-02-21,250000,3,1,1059,6098,Saint Paul,1941 Hawthorne Ave E,55119,44.978663,-93.018477
,,2025-03-21,175000,2,1,1277,7100,Saint Paul,2051 Ivy Ave E,55119,44.981395,-93.013684
2024-09-18,499900,2024-12-20,500000,5,3,2000,5968,Saint Paul,1930 Grand Ave,55105,44.939785,-93.181825
2025-01-24,229900,2025-02-21,250000,3,2,1410,6578,Saint Paul,268 Thomas Ave,55103,44.959119,-93.111393
2025-01-02,295000,2025-02-19,295000,3,2,1482,6534,Saint Paul,1504 Fremont Ave,55106,44.957445,-93.03681
2024-07-18,849900,2024-12-23,780000,5,3.5,3806,9365,Saint Paul,787 Ridge St,55116,44.917469,-93.15337
2024-10-17,260000,2025-01-03,249000,3,2,1222,12763,Saint Paul,212 Acker St E,55117,44.963979,-93.091595
,,2025-03-04,215000,1,1,693,5040,Saint Paul,1875 Cottage Ave E,55119,44.983175,-93.021246
,,2025-01-03,319900,3,2,1240,5001,Saint Paul,1952 Nevada Ave E,55119,44.985385,-93.018012
2024-07-11,349900,2025-03-11,345000,3,2,1638,3964,Saint Paul,62 Pascal St S,55105,44.939606,-93.16163
,,2024-12-31,245500,2,1,1150,5118,Saint Paul,967 Bayard Ave,55102,44.922642,-93.140863
2025-02-12,440000,2025-03-21,460000,3,2.5,2140,5968,Saint Paul,1447 Portland Ave,55104,44.94319,-93.161235
,,2025-03-27,268000,3,1,885,11718,Saint Paul,857 Iroquois Ave,55119,44.967587,-93.01682
2024-10-25,260000,2025-01-24,262250,2,2,1447,4966,Saint Paul,1886 Orange Ave E,55119,44.979049,-93.020854
2024-08-15,345000,2024-12-20,335000,4,1.5,1830,5097,Saint Paul,1612 Alameda St,55117,44.989781,-93.129589
2024-12-07,360000,2025-02-03,350000,3,2,1584,5602,Saint Paul,1822 Chelton Ave W,55104,44.964492,-93.177595
2024-11-01,449900,2024-12-17,445000,3,2,1780,4966,Saint Paul,1727 Eleanor Ave,55116,44.920916,-93.173307
2024-12-06,224900,2025-01-17,240000,3,1.5,1064,5663,Saint Paul,341 Rose Ave E,55130,44.976682,-93.085994
2025-02-10,345000,2025-04-18,350000,4,1.5,1950,4574,Saint Paul,1040 Desoto St,55130,44.972537,-93.0808
2025-02-05,325000,2025-03-11,325000,3,2,1398,5750,Saint Paul,679 California Ave W,55117,44.991128,-93.128643
2025-01-24,300000,2025-03-05,320000,3,2,1604,10803,Saint Paul,1610 Payne Ave N,55130,44.989769,-93.073323
2024-12-01,324900,2025-03-07,324900,3,1.5,2185,6055,Saint Paul,621-625 Minnehaha Ave E,55130,44.963263,-93.074313
2025-01-07,475000,2025-02-03,517500,3,2,1685,5184,Saint Paul,1374 Berkeley Ave,55105,44.933059,-93.158296
,,2025-01-07,275000,3,1,1193,6151,Saint Paul,1628 Arlington Ave E,55106,44.984486,-93.031717
2025-02-26,425000,2025-04-25,400000,4,1.5,1776,5968,Saint Paul,1607 Ashland Ave,55104,44.944258,-93.168134
2025-03-31,399500,2025-04-30,425750,3,2,1339,5227,Saint Paul,1738 Palace Ave,55105,44.928572,-93.173699
2024-12-20,175000,2025-01-08,168965,3,1,1152,1307,Saint Paul,665 Dale St N,55103,44.961408,-93.126591
2024-10-18,181250,2024-12-21,181545,2,1,730,4530,Saint Paul,1793 Arlington Ave E,55119,44.984982,-93.024469
2025-03-11,194900,2025-04-30,194900,3,1,1221,4530,Saint Paul,1014 Fremont Ave,55106,44.9574,-93.057714
2025-03-20,525000,2025-04-30,560000,3,2.5,1917,5358,Saint Paul,277 Cecelia Pl,55105,44.933031,-93.155942
2025-02-17,230000,2025-03-27,240000,3,1,1534,10019,Saint Paul,1946 Nortonia Ave,55119,44.964342,-93.018325
2025-03-26,225000,2025-05-02,238000,2,1,870,3790,Saint Paul,1540 Iglehart Ave,55104,44.94911,-93.165175
2025-03-14,500000,2025-04-18,500000,4,3,2250,7405,Saint Paul,618 Brimhall St,55116,44.922853,-93.165363
2024-09-12,299900,2024-12-31,295900,3,1,1632,5489,Saint Paul,1121 Suburban Ave,55106,44.949843,-93.052951
2024-12-05,239900,2025-03-04,232400,3,1,967,5184,Saint Paul,1394 Furness Pkwy,55119,44.983271,-93.01633
2025-02-26,320000,2025-04-24,320000,3,1.5,1330,6490,Saint Paul,562 Ohio St,55107,44.929151,-93.097379
2025-03-11,415000,2025-04-07,425000,3,3,1841,5184,Saint Paul,1569 Fernwood St,55108,44.988638,-93.151772
2024-09-30,384900,2024-12-04,390000,2,2,1537,5663,Saint Paul,1721 Dayton Ave,55104,44.947657,-93.172971
,,2025-01-28,255000,3,1.5,1080,6151,Saint Paul,1251 5th St E,55106,44.959769,-93.047571
,,2025-03-21,240000,4,2,1852,6199,Saint Paul,1936 Hawthorne Ave E,55119,44.978143,-93.018752
,,2024-12-11,272950,2,1,900,9087,Saint Paul,2062 Hawthorne Ave E,55119,44.978465,-93.013124
2024-12-05,385000,2025-01-31,370000,4,2,2000,4966,Saint Paul,719 Case Ave,55106,44.970527,-93.07021
2024-11-30,600000,2025-02-14,685000,4,3,2039,4879,Saint Paul,2096 Goodrich Ave,55105,44.937699,-93.188966
2024-10-21,144900,2025-03-03,135000,1,1,546,4922,Saint Paul,1684 Hyacinth Ave E,55106,44.979968,-93.029246
,,2024-12-19,345000,3,1,1064,7636,Saint Paul,1021 Idaho Ave W,55117,44.990401,-93.143438
2025-02-14,259900,2025-03-20,269000,2,1,809,34848,Saint Paul,2023 Magnolia Ave E,55119,44.973677,-93.014972
2024-11-21,200000,2024-12-20,202000,2,1,1310,5227,Saint Paul,2190 Bush Ave E,55119,44.964604,-93.00838
2024-10-29,399900,2025-01-30,391500,3,1,1428,8276,Saint Paul,6 Norbert Pl,55116,44.906395,-93.181764
2024-11-15,340000,2025-01-30,330000,4,1,1615,4269,Saint Paul,32 Wheeler St S,55105,44.940409,-93.173939
2024-10-04,279900,2024-12-12,279900,3,1.5,1823,4966,Saint Paul,1862 3rd St E,55119,44.956493,-93.021713
2025-02-07,318000,2025-02-07,318000,2,2,1408,5663,Saint Paul,1460 Eleanor Ave,55116,44.920384,-93.162137
2024-11-24,275000,2025-04-14,286000,4,2,1996,3964,Saint Paul,1252 Albemarle St,55117,44.978855,-93.106847
2025-01-23,709900,2025-02-21,700000,4,3,2864,5009,Saint Paul,2096 Berkeley Ave,55105,44.933162,-93.188966
,,2025-03-10,268000,3,2,1219,18269,Saint Paul,1425 Westminster St,55130,44.984015,-93.086766
2025-02-11,275000,2025-03-14,300000,3,2,1600,7200,Saint Paul,32 Morningside Dr,55119,44.940167,-93.008445
2024-12-10,465000,2025-03-07,480000,3,1.5,1717,8364,Saint Paul,1801 Saunders Ave,55116,44.914595,-93.176201
2024-12-13,214000,2025-02-24,205000,3,1,1000,4835,Saint Paul,705 Magnolia Ave E,55106,44.974126,-93.070629
,,2025-02-26,320000,3,2,1533,8316,Saint Paul,757 Wheelock Pkwy E,55106,44.985111,-93.068557
2024-10-21,580000,2024-12-13,625000,3,2,2229,7405,Saint Paul,1695 Hillcrest Ave,55116,44.917294,-93.171884
2025-01-27,549900,2025-02-27,622000,4,2,2358,6970,Saint Paul,1677 Bohland Ave,55116,44.916403,-93.17119
2025-02-07,400000,2025-03-12,410000,3,1.5,1433,5358,Saint Paul,371 Hamline Ave S,55105,44.930184,-93.157196
,,2025-01-06,225000,2,1,1022,5502,Saint Paul,1997 Montana Ave E,55119,44.987702,-93.015958
2024-12-21,435000,2025-02-04,440000,4,2.5,2196,9583,Saint Paul,1454 Almond Ave,55108,44.978914,-93.161439
2025-02-07,232000,2025-04-04,232000,3,1,1264,4922,Saint Paul,543 Charles Ave,55103,44.957812,-93.122991
2025-01-23,395000,2025-02-25,405000,3,3,2005,5663,Saint Paul,2079 Bayard Ave,55116,44.922775,-93.188211
,,2025-01-27,184854,5,3,1642,5942,Saint Paul,944 Algonquin Ave,55119,44.969701,-93.018515
2024-11-21,585000,2025-02-21,575000,4,2.5,2127,6229,Saint Paul,438 Otis Ave,55104,44.953455,-93.201387
2025-02-28,535900,2025-04-18,535000,7,2.5+,3834,8973,Saint Paul,990 Ashland Ave,55104,44.94364,-93.142145
2025-03-11,275000,2025-04-30,262000,2,2,1160,5401,Saint Paul,2091 Waukon Ave,55119,44.965506,-93.012122
2024-11-20,600000,2025-04-22,575000,3,3,2066,10890,Saint Paul,2019 Ramlow Pl,55116,44.905511,-93.185581
2025-01-21,294999,2025-03-20,310000,4,1,1800,4835,Saint Paul,861 Hawthorne Ave E,55106,44.97868,-93.064236
2024-11-15,375000,2025-01-16,375000,3,1.5,2086,4400,Saint Paul,382 Maple St,55106,44.958857,-93.06897
2024-10-31,242000,2024-12-09,240000,3,1,1591,5702,Saint Paul,1267 Galtier St,55117,44.979456,-93.111388
2024-11-21,439900,2025-04-04,432000,3,2,1532,12197,Saint Paul,1764 Hampshire Ave,55116,44.910428,-93.174722
2025-04-04,250000,2025-04-18,285000,3,1,1191,4356,Saint Paul,829 Manomin Ave,55107,44.92111,-93.100957
,,2025-05-05,205000,1,1,1077,6447,Saint Paul,635 Edmund Ave,55104,44.958694,-93.127057
,,2025-04-30,779000,5,2.5+,3255,7200,Saint Paul,327 Mount Curve Blvd,55105,44.931756,-93.193985
2025-04-02,350000,2025-05-02,360000,3,2,1893,6882,Saint Paul,914 Hoyt Ave W,55117,44.988015,-93.1388
2025-03-18,340000,2025-04-28,340000,3,2,1822,4661,Saint Paul,796 Lexington Pkwy N,55104,44.965385,-93.146063
2025-03-19,345000,2025-04-15,380000,3,1,1032,5619,Saint Paul,1431 Scheffer Ave,55116,44.921791,-93.160707
2024-09-27,349900,2024-12-17,343000,3,2.5,2326,9017,Saint Paul,1836 Woodcrest Dr,55119,44.94536,-93.0228
2025-03-17,875000,2025-05-12,875000,3,3.5,3460,11979,Saint Paul,1456 Edgcumbe Rd,55116,44.92095,-93.149643
2025-04-07,325000,2025-05-29,349000,3,2,1050,6351,Saint Paul,1630 Fernwood St,55108,44.99046,-93.151012
2025-04-29,397500,2025-05-13,430000,3,1,1419,6447,Saint Paul,1026 Saint Paul Ave,55116,44.910957,-93.183199
2024-07-18,775000,2025-05-05,750000,6,2.5+,4800,8668,Saint Paul,1830 Dayton Ave,55104,44.946944,-93.177643
2024-11-05,365000,2024-12-13,360000,3,2,1644,7928,Saint Paul,974 Burns Ave,55106,44.948468,-93.059417
2025-03-31,250000,2025-05-05,301000,2,1,960,4966,Saint Paul,1151 Van Buren Ave,55104,44.962341,-93.148771
,,2025-05-09,275000,3,1,924,4678,Saint Paul,1412 McKinley St,55108,44.983715,-93.160154
2025-02-19,265000,2025-05-08,265000,3,1,1572,4922,Saint Paul,1539 Cumberland St,55117,44.987508,-93.117644
2025-02-11,311300,2025-03-13,311300,3,1,1133,4792,Saint Paul,1765 Van Buren Ave,55104,44.962231,-93.175016
2024-12-10,215000,2025-02-27,195000,2,1,1128,4356,Saint Paul,1260 7th St E,55106,44.966463,-93.047286
2025-03-19,299900,2025-04-30,300000,4,2,1644,4879,Saint Paul,1787 Orange Ave E,55119,44.979572,-93.024769
2024-10-29,325000,2024-12-23,325000,3,2,1838,8407,Saint Paul,2030 Larpenteur Ave E,55109,44.991696,-93.014576
2025-03-28,549900,2025-04-22,610000,4,3.5,2662,5053,Saint Paul,935 Palace Ave,55102,44.928951,-93.139643
2024-12-03,295000,2025-04-04,280000,4,2,1241,4792,Saint Paul,1385 White Bear Ave N,55106,44.983194,-93.025595
2024-10-03,334900,2024-12-18,335000,3,2,1613,10625,Saint Paul,625 Lexington Pkwy S,55116,44.922507,-93.147028
2025-02-26,365000,2025-04-03,365000,3,2,1744,8494,Saint Paul,18 Ruth St N,55119,44.941615,-93.014618
2024-11-12,295000,2024-12-16,292500,3,2,1648,6839,Saint Paul,402 Montana Ave E,55130,44.98704,-93.083524
2025-02-07,434900,2025-02-28,434900,5,3,2274,5968,Saint Paul,1462 Como Ave,55108,44.977045,-93.162115
2024-10-09,199900,2025-01-06,199900,1,1,684,7492,Saint Paul,144 Stevens St W,55107,44.92829,-93.091687
2025-04-17,400000,2025-05-07,453000,3,2,1854,7500,Saint Paul,1340 Keston St,55108,44.981341,-93.197959
2025-04-09,214900,2025-05-22,217000,3,1.5,1280,4792,Saint Paul,298 Cottage Ave W,55117,44.982551,-93.112593
2025-04-04,199000,2025-05-09,190000,4,2,1841,5009,Saint Paul,40 Magnolia Ave W,55117,44.973551,-93.101859
2025-04-01,450000,2025-05-07,460000,3,1.5,1450,4966,Saint Paul,175 Exeter Pl,55104,44.946349,-93.194761
,,2025-05-13,175000,3,1,1046,7802,Saint Paul,1127 Kennard St,55106,44.975375,-93.030754
2024-12-26,299900,2025-03-10,310000,4,2,1608,7536,Saint Paul,280 Hatch Ave,55117,44.970925,-93.111994
2025-04-01,389000,2025-05-23,350000,3,3,2088,5184,Saint Paul,2159 Dayton Ave,55104,44.947524,-93.191473
2025-04-11,345000,2025-05-16,350000,4,2,1857,9361,Saint Paul,18 Michael St,55119,44.941577,-93.005935
2024-11-14,265000,2024-12-16,265000,3,1,1484,4922,Saint Paul,303 Stinson St,55117,44.969557,-93.112846
2024-12-05,419900,2024-12-30,410000,4,2,2286,7492,Saint Paul,1873 Iglehart Ave,55104,44.949756,-93.179544
2025-03-11,329900,2025-04-24,320000,2,1,1544,4966,Saint Paul,1275 Watson Ave,55116,44.924494,-93.153935
2025-02-24,400000,2025-04-15,410000,3,1.5,1681,4400,Saint Paul,424 Daly St,55102,44.928544,-93.126707
2025-02-07,289000,2025-03-21,321000,2,2,996,7318,Saint Paul,1367 Saint Albans St N,55117,44.982293,-93.129145
2025-02-21,1000000,2025-05-22,985000,7,2.5,4185,10890,Saint Paul,1726 Summit Ave,55105,44.941002,-93.173694
2025-03-04,625000,2025-04-25,675000,3,2.5,2348,7492,Saint Paul,1783 Eleanor Ave,55116,44.920925,-93.175707
2025-04-07,239900,2025-05-01,255000,3,2,1133,8146,Saint Paul,1697 Minnehaha Ave E,55106,44.963363,-93.02887
2025-02-24,450000,2025-04-29,520000,3,2,1558,5009,Saint Paul,1516 Arona St,55108,44.98683,-93.163958
2025-02-22,275000,2025-04-15,305000,2,2,1214,4922,Saint Paul,1255 Charles Ave,55104,44.957796,-93.153158
2025-01-09,299000,2025-03-10,295000,4,2,1756,7318,Saint Paul,150 Bates Ave,55106,44.950938,-93.063775
2025-03-17,350000,2025-04-30,350000,5,2,2075,13765,Saint Paul,449 Aurora Ave,55103,44.955134,-93.119013
2024-11-08,209900,2025-03-07,205000,2,2,1516,4661,Saint Paul,1074 Euclid St,55106,44.954715,-93.055136
2025-03-27,260000,2025-05-02,267000,3,2,1390,4051,Saint Paul,112 Sycamore St E,55117,44.964706,-93.095777
2024-10-04,199900,2025-01-10,182000,4,1,1588,2526,Saint Paul,547 Western Ave N,55103,44.957871,-93.11641
2025-05-06,375000,2025-05-27,428500,2,2,1764,6970,Saint Paul,2375 Buford Ave,55108,44.984754,-93.200407
2024-11-14,131000,2025-02-25,131000,2,1,1000,7187,Saint Paul,886 Johnson Pkwy,55106,44.968041,-93.044617
2025-01-22,220000,2025-02-27,288000,3,2,1534,7405,Saint Paul,1694 Sherwood Ave,55106,44.983577,-93.028949
2025-03-27,290000,2025-05-02,295000,4,2,1572,7667,Saint Paul,46 King St W,55107,44.927695,-93.087194
2025-04-29,415000,2025-05-16,480000,2,1,1152,4879,Saint Paul,2151 Fairmount Ave,55105,44.937274,-93.191281
2024-07-31,259900,2024-12-13,247000,3,2,1509,5227,Saint Paul,983 Minnehaha Ave W,55104,44.963257,-93.141744
2024-06-25,799900,2024-12-13,770000,5,3.5,3090,5227,Saint Paul,1965 Rome Ave,55116,44.913675,-93.183394
2024-11-18,314500,2024-12-13,310000,3,1.5,1218,11326,Saint Paul,112 Geranium Ave E,55117,44.975367,-93.095675
2025-03-07,500000,2025-06-02,487500,4,3,2106,5968,Saint Paul,2087 Selby Ave,55104,44.946498,-93.188466
2025-04-30,265000,2025-05-30,280000,2,2,1473,6011,Saint Paul,1777 Sheridan Ave,55116,44.901922,-93.17563
2024-09-07,1999000,2025-05-01,1990000,8,7.5,9188,84071,Saint Paul,6 Crocus Hl,55102,44.938027,-93.122181
2025-04-22,274900,2025-05-20,285000,3,1,1482,3345,Saint Paul,418 Baker St W,55107,44.92642,-93.102938
2024-07-05,320000,2025-02-26,322000,4,2,1768,7405,Saint Paul,1036 Burgess St,55103,44.968147,-93.143827
2025-03-09,215000,2025-03-27,215000,2,2,1063,4922,Saint Paul,1829 Reaney Ave E,55119,44.964234,-93.023269
2025-02-24,364900,2025-04-02,390000,3,1,1248,4574,Saint Paul,2203 Buford Ave,55108,44.985284,-93.193258
2025-02-18,300000,2025-04-03,325000,3,1,1429,4356,Saint Paul,81 Congress St W,55107,44.932518,-93.088956
2024-12-10,199900,2025-02-28,194000,2,1,1214,4922,Saint Paul,1807 Bush Ave E,55119,44.965137,-93.024037
,,2025-03-17,90000,3,1,712,3093,Saint Paul,1002 Front Ave,55103,44.969949,-93.142496
,,2025-04-14,240000,5,2,1570,4918,Saint Paul,929 Margaret St,55106,44.961507,-93.061478
,,2025-01-21,220000,2,2,1414,5001,Saint Paul,375 Erie St,55102,44.929938,-93.122358
2025-03-11,475000,2025-04-10,500000,5,2,2582,5358,Saint Paul,1541 Albert St N,55108,44.987606,-93.159551
,,2025-04-18,499000,2,2,1510,7492,Saint Paul,1486 Lincoln Ave,55105,44.938692,-93.163078
2025-02-17,1495000,2025-04-10,1520000,4,5,5113,9845,Saint Paul,719 Linwood Ave,55105,44.935051,-93.130261
2025-01-08,450000,2025-04-17,456000,3,2.5,1407,5097,Saint Paul,1611 Stanford Ave,55105,44.932699,-93.168396
2024-09-09,311000,2025-03-21,305000,4,2,2033,6186,Saint Paul,808 Brown Ave,55107,44.921724,-93.070718
2024-11-18,599900,2025-03-05,585000,3,2.5,1645,3528,Saint Paul,603 Summit Ave,55102,44.941732,-93.125467
2025-04-04,240000,2025-05-09,255000,4,1,1432,4835,Saint Paul,745 Jessamine Ave E,55106,44.975042,-93.06902
,,2025-04-04,330000,3,1,1368,6299,Saint Paul,2007 Itasca Ave,55116,44.907331,-93.184996
2025-03-19,550000,2025-05-02,565000,5,2.5,2501,5227,Saint Paul,1383 Simpson St,55108,44.982995,-93.163468
,,2025-04-21,140000,3,1,1590,6360,Saint Paul,2146 Nortonia Ave,55119,44.967428,-93.010745
2025-01-09,269990,2025-02-28,272000,3,2,1355,5097,Saint Paul,1978 5th St E,55119,44.959216,-93.016885
,,2024-12-17,249900,4,1,1604,4800,Saint Paul,1676 Van Buren Ave,55104,44.961711,-93.171115
,,2025-01-21,332000,4,2,2274,7148,Saint Paul,240 Kennard St,55106,44.947227,-93.02989
2024-12-11,284900,2025-03-20,250000,3,2,1993,6839,Saint Paul,2105 Fremont Ave E,55119,44.957899,-93.011612
2024-11-06,350000,2024-12-13,355000,3,1,1415,7971,Saint Paul,1215 Colette Pl,55116,44.904761,-93.183688
2024-10-14,329000,2024-12-10,323000,4,2.5,1654,5793,Saint Paul,609 Idaho Ave E,55130,44.990356,-93.074931
,,2025-02-05,120000,3,1,1516,4757,Saint Paul,201 Genesee St,55117,44.965498,-93.091811
2024-11-19,220000,2025-03-10,223000,3,1,1050,5401,Saint Paul,1743 Minnehaha Ave E,55106,44.963357,-93.026747
,,2025-03-03,88000,3,2,1253,5732,Saint Paul,308 Jessamine Ave E,55130,44.974363,-93.087474
,,2025-04-01,230000,3,2,1087,4552,Saint Paul,233 Maryland Ave W,55117,44.977642,-93.110092
2025-02-21,219900,2025-03-27,222000,3,1,1104,4792,Saint Paul,2002 Hawthorne Ave E,55119,44.978139,-93.015965
2024-10-24,259900,2025-01-31,252500,3,2,1468,4574,Saint Paul,1087 Wakefield Ave,55106,44.953411,-93.054545
2024-11-15,250000,2025-02-06,257000,3,1,1148,7405,Saint Paul,2197 3rd St E,55119,44.957015,-93.008301
2025-02-05,300000,2025-04-30,300300,3,2,1568,5140,Saint Paul,1920 4th St E,55119,44.958306,-93.019276
,,2025-03-12,155000,3,2,1356,5998,Saint Paul,1026 Wilson Ave,55106,44.953803,-93.057124
2024-11-26,158000,2025-01-31,158000,3,1,1530,4922,Saint Paul,750 Charles Ave,55104,44.957271,-93.131924
