list_date,list_price,sold_date,sold_price,beds,baths,sqft,lot_sqft,city,street,zip,latitude,longitude
3/16/2025,279900,3/17/2025,265000,5,2,2174,7971,Saint Paul,946 Flandrau St,55106,44.969821,-93.027407
11/27/2024,249900,2/28/2025,249900,3,2,1075,6186,Saint Paul,1733 Montana Ave E,55106,44.987688,-93.027049
11/22/2024,245000,12/27/2024,258000,3,1,1813,8407,Saint Paul,553 Hoyt Ave E,55130,44.988534,-93.077416
11/27/2024,280000,12/30/2024,280000,3,2,1872,6098,Saint Paul,930 Hawthorne Ave E,55106,44.978169,-93.061282
10/17/2024,299900,12/31/2024,295000,3,2,1176,4792,Saint Paul,1764 Dayton Ave,55104,44.947189,-93.175068
,,2/5/2025,332000,3,1,1496,4961,Saint Paul,722 Lafond Ave,55104,44.95999,-93.130645
2/11/2025,595000,2/27/2025,651000,5,2.5,2700,5793,Saint Paul,495 Cretin Ave S,55116,44.926595,-93.192821
2/20/2025,349900,4/4/2025,350000,3,1,1386,6970,Saint Paul,1131 Norbert Ln,55116,44.907666,-93.182033
,,4/17/2025,159900,3,1.5,1047,5001,Saint Paul,782 Cook Ave E,55106,44.972737,-93.067406
11/15/2024,465000,12/20/2024,465000,4,2.5,2284,9191,Saint Paul,117 Elizabeth St W,55107,44.927367,-93.090412
2/14/2025,679000,4/15/2025,692580,4,4,3556,4792,Saint Paul,397 Ashland Ave,55102,44.944575,-93.116781
,,1/27/2025,176415,3,2,1381,5227,Saint Paul,1934 Stillwater Ave E,55119,44.968031,-93.01857
10/26/2024,325000,1/31/2025,325000,3,2,1538,5489,Saint Paul,403 Arlington Ave W,55117,44.984844,-93.116941
1/29/2025,350000,3/4/2025,385900,2,1.5,1611,7536,Saint Paul,1677 Montreal Ave,55116,44.912802,-93.170963
1/31/2025,355000,3/31/2025,363000,2,2,2050,18644,Saint Paul,2184 Bonnie Ln,55119,44.90463,-93.007994
3/19/2025,345000,4/15/2025,380000,3,1,1032,5619,Saint Paul,1431 Scheffer Ave,55116,44.921791,-93.160707
9/27/2024,349900,12/17/2024,343000,3,2.5,2326,9017,Saint Paul,1836 Woodcrest Dr,55119,44.94536,-93.0228
3/17/2025,875000,5/12/2025,875000,3,3.5,3460,11979,Saint Paul,1456 Edgcumbe Rd,55116,44.92095,-93.149643
4/7/2025,325000,5/29/2025,349000,3,2,1050,6351,Saint Paul,1630 Fernwood St,55108,44.99046,-93.151012
10/4/2024,199900,1/10/2025,182000,4,1,1588,2526,Saint Paul,547 Western Ave N,55103,44.957871,-93.11641
10/30/2024,237500,1/10/2025,237500,3,1,1230,4748,Saint Paul,1225 Arkwright St,55130,44.978018,-93.083994
3/19/2025,299900,4/30/2025,300000,4,2,1644,4879,Saint Paul,1787 Orange Ave E,55119,44.979572,-93.024769
10/24/2024,775000,1/3/2025,730000,4,3.5,4482,8930,Saint Paul,2127 Iglehart Ave,55104,44.949976,-93.190302
2/21/2025,239900,4/16/2025,233000,4,1.5,1700,8015,Saint Paul,889 Westminster St,55130,44.967875,-93.085853
11/11/2024,479900,12/30/2024,480000,3,2,1600,6490,Saint Paul,631 Fairview Ave S,55116,44.922547,-93.177619
3/31/2025,250000,5/5/2025,301000,2,1,960,4966,Saint Paul,1151 Van Buren Ave,55104,44.962341,-93.148771
4/4/2025,199000,5/9/2025,190000,4,2,1841,5009,Saint Paul,40 Magnolia Ave W,55117,44.973551,-93.101859
2/28/2025,260000,4/18/2025,283000,2,2,1404,4835,Saint Paul,939 Central Ave W,55104,44.953297,-93.139819
11/22/2024,234500,12/20/2024,242000,3,2,1298,5227,Saint Paul,1993 4th St E,55119,44.958814,-93.016263
4/29/2025,397500,5/13/2025,430000,3,1,1419,6447,Saint Paul,1026 Saint Paul Ave,55116,44.910957,-93.183199
7/18/2024,775000,5/5/2025,750000,6,2.5,4800,8668,Saint Paul,1830 Dayton Ave,55104,44.946944,-93.177643
11/5/2024,365000,12/13/2024,360000,3,2,1644,7928,Saint Paul,974 Burns Ave,55106,44.948468,-93.059417
,,5/9/2025,275000,3,1,924,4678,Saint Paul,1412 McKinley St,55108,44.983715,-93.160154
2/19/2025,265000,5/8/2025,265000,3,1,1572,4922,Saint Paul,1539 Cumberland St,55117,44.987508,-93.117644
2/11/2025,311300,3/13/2025,311300,3,1,1133,4792,Saint Paul,1765 Van Buren Ave,55104,44.962231,-93.175016
12/10/2024,215000,2/27/2025,195000,2,1,1128,4356,Saint Paul,1260 7th St E,55106,44.966463,-93.047286
10/29/2024,325000,12/23/2024,325000,3,2,1838,8407,Saint Paul,2030 Larpenteur Ave E,55109,44.991696,-93.014576
3/28/2025,549900,4/22/2025,610000,4,3.5,2662,5053,Saint Paul,935 Palace Ave,55102,44.928951,-93.139643
12/3/2024,295000,4/4/2025,280000,4,2,1241,4792,Saint Paul,1385 White Bear Ave N,55106,44.983194,-93.025595
10/3/2024,334900,12/18/2024,335000,3,2,1613,10625,Saint Paul,625 Lexington Pkwy S,55116,44.922507,-93.147028
2/26/2025,365000,4/3/2025,365000,3,2,1744,8494,Saint Paul,18 Ruth St N,55119,44.941615,-93.014618
11/12/2024,295000,12/16/2024,292500,3,2,1648,6839,Saint Paul,402 Montana Ave E,55130,44.98704,-93.083524
2/7/2025,434900,2/28/2025,434900,5,3,2274,5968,Saint Paul,1462 Como Ave,55108,44.977045,-93.162115
10/9/2024,199900,1/6/2025,199900,1,1,684,7492,Saint Paul,144 Stevens St W,55107,44.92829,-93.091687
4/17/2025,400000,5/7/2025,453000,3,2,1854,7500,Saint Paul,1340 Keston St,55108,44.981341,-93.197959
4/1/2025,450000,5/7/2025,460000,3,1.5,1450,4966,Saint Paul,175 Exeter Pl,55104,44.946349,-93.194761
,,5/13/2025,175000,3,1,1046,7802,Saint Paul,1127 Kennard St,55106,44.975375,-93.030754
12/26/2024,299900,3/10/2025,310000,4,2,1608,7536,Saint Paul,280 Hatch Ave,55117,44.970925,-93.111994
4/1/2025,389000,5/23/2025,350000,3,3,2088,5184,Saint Paul,2159 Dayton Ave,55104,44.947524,-93.191473
4/4/2025,199900,6/3/2025,205000,2,1,1129,5445,Saint Paul,917 Thomas Ave,55104,44.959558,-93.138778
4/25/2025,499500,6/3/2025,537500,3,2,1937,4792,Saint Paul,2174 Eleanor Ave,55116,44.920441,-93.19213
4/30/2025,375000,6/4/2025,387000,3,2,1509,5053,Saint Paul,635 Warwick St,55116,44.922302,-93.16357
4/16/2025,750000,6/4/2025,750000,4,3,2220,8494,Saint Paul,2184 Carter Ave,55108,44.981109,-93.192475
4/11/2025,345000,5/16/2025,350000,4,2,1857,9361,Saint Paul,18 Michael St,55119,44.941577,-93.005935
11/14/2024,265000,12/16/2024,265000,3,1,1484,4922,Saint Paul,303 Stinson St,55117,44.969557,-93.112846
12/5/2024,419900,12/30/2024,410000,4,2,2286,7492,Saint Paul,1873 Iglehart Ave,55104,44.949756,-93.179544
3/11/2025,329900,4/24/2025,320000,2,1,1544,4966,Saint Paul,1275 Watson Ave,55116,44.924494,-93.153935
2/24/2025,400000,4/15/2025,410000,3,1.5,1681,4400,Saint Paul,424 Daly St,55102,44.928544,-93.126707
2/7/2025,289000,3/21/2025,321000,2,2,996,7318,Saint Paul,1367 Saint Albans St N,55117,44.982293,-93.129145
4/7/2025,239900,5/1/2025,255000,3,2,1133,8146,Saint Paul,1697 Minnehaha Ave E,55106,44.963363,-93.02887
2/24/2025,450000,4/29/2025,520000,3,2,1558,5009,Saint Paul,1516 Arona St,55108,44.98683,-93.163958
2/22/2025,275000,4/15/2025,305000,2,2,1214,4922,Saint Paul,1255 Charles Ave,55104,44.957796,-93.153158
1/9/2025,299000,3/10/2025,295000,4,2,1756,7318,Saint Paul,150 Bates Ave,55106,44.950938,-93.063775
3/17/2025,350000,4/30/2025,350000,5,2,2075,13765,Saint Paul,449 Aurora Ave,55103,44.955134,-93.119013
11/8/2024,209900,3/7/2025,205000,2,2,1516,4661,Saint Paul,1074 Euclid St,55106,44.954715,-93.055136
3/27/2025,260000,5/2/2025,267000,3,2,1390,4051,Saint Paul,112 Sycamore St E,55117,44.964706,-93.095777
4/30/2025,265000,5/30/2025,280000,2,2,1473,6011,Saint Paul,1777 Sheridan Ave,55116,44.901922,-93.17563
11/14/2024,131000,2/25/2025,131000,2,1,1000,7187,Saint Paul,886 Johnson Pkwy,55106,44.968041,-93.044617
1/22/2025,220000,2/27/2025,288000,3,2,1534,7405,Saint Paul,1694 Sherwood Ave,55106,44.983577,-93.028949
4/29/2025,415000,5/16/2025,480000,2,1,1152,4879,Saint Paul,2151 Fairmount Ave,55105,44.937274,-93.191281
7/31/2024,259900,12/13/2024,247000,3,2,1509,5227,Saint Paul,983 Minnehaha Ave W,55104,44.963257,-93.141744
6/25/2024,799900,12/13/2024,770000,5,3.5,3090,5227,Saint Paul,1965 Rome Ave,55116,44.913675,-93.183394
11/18/2024,314500,12/13/2024,310000,3,1.5,1218,11326,Saint Paul,112 Geranium Ave E,55117,44.975367,-93.095675
4/22/2025,274900,5/20/2025,285000,3,1,1482,3345,Saint Paul,418 Baker St W,55107,44.92642,-93.102938
7/5/2024,320000,2/26/2025,322000,4,2,1768,7405,Saint Paul,1036 Burgess St,55103,44.968147,-93.143827
4/15/2025,500000,6/2/2025,515000,3,3,1625,5968,Saint Paul,1888 Grand Ave,55105,44.939783,-93.180276
10/31/2024,242000,12/9/2024,240000,3,1,1591,5702,Saint Paul,1267 Galtier St,55117,44.979456,-93.111388
1/22/2025,735000,2/27/2025,735000,4,3,2481,5009,Saint Paul,1896 Wellesley Ave,55105,44.931324,-93.180365
3/4/2025,625000,4/25/2025,675000,3,2.5,2348,7492,Saint Paul,1783 Eleanor Ave,55116,44.920925,-93.175707
5/22/2025,315000,6/3/2025,315000,2,1,1142,5401,Saint Paul,71 Cleveland Ave S,55105,44.939395,-93.187773
1/10/2025,299900,1/31/2025,305000,3,1.5,1622,4918,Saint Paul,1176 Duluth St,55106,44.976777,-93.050385
,,5/29/2025,462500,4,2.5,1526,8908,Saint Paul,827 Hoyt Ave W,55117,44.988503,-93.134633
4/7/2025,314900,5/5/2025,335000,4,2,1932,6011,Saint Paul,245 Annapolis St E,55118,44.919819,-93.075278
4/9/2025,214900,5/22/2025,217000,3,1.5,1280,4792,Saint Paul,298 Cottage Ave W,55117,44.982551,-93.112593
4/6/2025,400000,5/21/2025,410000,3,2,1980,5227,Saint Paul,168 Isabel St W,55107,44.932835,-93.092684
3/27/2025,290000,5/2/2025,295000,4,2,1572,7667,Saint Paul,46 King St W,55107,44.927695,-93.087194
5/6/2025,375000,5/27/2025,428500,2,2,1764,6970,Saint Paul,2375 Buford Ave,55108,44.984754,-93.200407
4/9/2025,224900,6/6/2025,236000,2,1,1106,7362,Saint Paul,43 Rose Ave E,55117,44.976733,-93.09938
2/21/2025,1000000,5/22/2025,985000,7,2.5,4185,10890,Saint Paul,1726 Summit Ave,55105,44.941002,-93.173694
5/16/2025,689900,6/6/2025,690000,5,2.5,2787,5184,Saint Paul,963 Linwood Ave,55105,44.935148,-93.140696
9/7/2024,1999000,5/1/2025,1990000,8,7.5,9188,84071,Saint Paul,6 Crocus Hl,55102,44.938027,-93.122181
2/13/2025,250000,3/26/2025,272803,3,1.5,1093,4792,Saint Paul,838 Orange Ave E,55106,44.979069,-93.06516
,,4/1/2025,200000,3,1,979,6599,Saint Paul,338 Blair Ave,55103,44.961184,-93.114177
8/27/2024,274900,12/18/2024,290000,2,2,1502,6839,Saint Paul,2082 3rd St E,55119,44.956465,-93.012398
,,5/6/2025,120000,2,1,768,5079,Saint Paul,2055 Minnehaha Ave E,55119,44.963318,-93.013598
2/14/2025,429000,3/26/2025,445000,3,2,1614,5097,Saint Paul,1605 Wellesley Ave,55105,44.93179,-93.168088
2/11/2025,575000,4/1/2025,585000,5,2,2308,5968,Saint Paul,1336 Lincoln Ave,55105,44.938667,-93.156634
,,2/18/2025,360000,5,2,1654,5040,Saint Paul,1394 Snelling Ave N,55108,44.983194,-93.166574
11/15/2024,225000,12/17/2024,225000,3,2,1301,4966,Saint Paul,971 Cook Ave E,55106,44.973252,-93.059453
,,3/4/2025,190000,2,1,1040,8276,Saint Paul,1503 McLean Ave,55106,44.950713,-93.036659
11/15/2024,300000,1/8/2025,300000,3,1.5,1530,6273,Saint Paul,271 Robie St E,55107,44.929593,-93.073318
3/5/2025,350000,4/4/2025,357000,4,2,2100,4008,Saint Paul,894 Selby Ave,55104,44.946357,-93.137802
10/8/2024,399900,12/13/2024,413000,3,2,2042,4225,Saint Paul,951 Laurel Ave,55104,44.945226,-93.140358
11/13/2024,300000,12/18/2024,325000,4,2,1592,5532,Saint Paul,1306 Dale St N,55117,44.980345,-93.126014
,,3/5/2025,365000,4,1.5,1423,9148,Saint Paul,668 Maryland Ave W,55117,44.977039,-93.128288
3/28/2025,250000,3/31/2025,255000,3,1,1334,6229,Saint Paul,79 King St E,55107,44.928274,-93.081758
11/1/2024,520000,4/4/2025,465000,3,2,1900,4922,Saint Paul,2152 Saint Clair Ave,55105,44.93406,-93.191355
,,4/24/2025,295000,3,2,1212,5001,Saint Paul,1458 Juliet Ave,55105,44.929444,-93.16174
3/28/2025,229900,4/23/2025,245000,3,2,1564,8233,Saint Paul,1101 Western Ave N,55117,44.974439,-93.11654
,,4/17/2025,249900,3,1,1071,5210,Saint Paul,1738 Sherwood Ave,55106,44.98357,-93.026937
,,4/3/2025,100000,2,1,1127,4609,Saint Paul,1083 6th St E,55106,44.96061,-93.054894
2/8/2025,329900,4/15/2025,327500,3,1,1234,6490,Saint Paul,1209 Saint Paul Ave,55116,44.905628,-93.179799
3/17/2025,259000,4/11/2025,273000,3,2,1138,4835,Saint Paul,756 Geranium Ave E,55106,44.975435,-93.068561
2/20/2025,315000,4/3/2025,320000,3,1,1052,5227,Saint Paul,660 Jefferson Ave,55102,44.930285,-93.127601
,,1/31/2025,545000,3,1.5,1643,5672,Saint Paul,2162 Berkeley Ave,55105,44.933157,-93.191674
,,1/8/2025,361000,3,1,1264,5001,Saint Paul,1147 Palace Ave,55105,44.929008,-93.148448
10/25/2024,399900,12/9/2024,424500,3,1.5,1617,5576,Saint Paul,1473 Osceola Ave,55105,44.936344,-93.162514
,,1/17/2025,475000,4,3.5,2712,16117,Saint Paul,1573 Burg Ave,55119,44.894116,-93.006122
12/13/2024,314900,3/31/2025,304000,3,2,1406,5227,Saint Paul,217 Congress St W,55107,44.932444,-93.094916
6/6/2024,275000,2/27/2025,275000,2,1,1266,5009,Saint Paul,1127 Van Buren Ave,55104,44.962348,-93.147849
,,12/10/2024,339900,6,3.5,2632,4961,Saint Paul,516 Thomas Ave,55103,44.959092,-93.121917
12/20/2024,295000,3/3/2025,295000,4,2,1817,4792,Saint Paul,733 Cook Ave E,55106,44.973219,-93.069728
4/1/2025,315000,4/25/2025,350000,2,1,832,4879,Saint Paul,1973 Randolph Ave,55105,44.92733,-93.18371
11/16/2024,199000,1/10/2025,199000,1,1,666,4879,Saint Paul,1663 Ross Ave,55106,44.966086,-93.030055
1/29/2025,248900,3/14/2025,256550,3,2,980,4835,Saint Paul,808 Hyacinth Ave E,55106,44.979966,-93.066493
2/21/2025,189900,3/27/2025,217000,2,1,1080,5140,Saint Paul,1387 Minnehaha Ave E,55106,44.96337,-93.042074
2/18/2025,96000,3/21/2025,96000,2,1,648,3128,Saint Paul,859 Marion St,55117,44.967151,-93.110108
,,3/26/2025,335000,3,1,1120,5719,Saint Paul,1165 Cleveland Ave S,55116,44.906251,-93.187815
1/6/2025,265000,2/21/2025,265000,3,1,974,4835,Saint Paul,860 Hawthorne Ave E,55106,44.978167,-93.064232
12/4/2024,250000,1/29/2025,250000,2,2,1045,7492,Saint Paul,809 Englewood Ave,55104,44.964147,-93.134441
10/15/2024,349000,12/20/2024,340000,5,2,1946,7275,Saint Paul,921 Orange Ave E,55106,44.979584,-93.061591
12/2/2024,139900,12/31/2024,140000,3,1,1280,4966,Saint Paul,649 Lafond Ave,55104,44.960506,-93.127661
10/11/2024,299000,3/14/2025,295000,3,1.5,2128,7536,Saint Paul,859 Ivy Ave E,55106,44.981398,-93.064371
3/17/2025,624900,4/23/2025,600000,4,3,2658,23000,Saint Paul,1518 Burg Ave,55119,44.896015,-93.006469
3/18/2025,800000,4/25/2025,800000,3,1.5,2240,8146,Saint Paul,38 Otis Ave,55104,44.944087,-93.194606
,,1/27/2025,465000,3,1.5,1692,5001,Saint Paul,1706 Scheffer Ave,55116,44.921312,-93.172535
,,4/2/2025,370000,3,1,1498,4761,Saint Paul,184 Syndicate St N,55104,44.946837,-93.153964
9/19/2024,324500,1/3/2025,325000,5,2,1870,5968,Saint Paul,1508 Western Ave N,55117,44.986745,-93.115662
,,1/17/2025,300000,3,2,1558,6482,Saint Paul,638 Marshall Ave,55104,44.948216,-93.127114
2/21/2025,450000,5/2/2025,515000,4,2,1880,6360,Saint Paul,1062 Colby St,55116,44.909369,-93.190385
12/19/2024,194900,1/3/2025,180000,4,2,1848,7405,Saint Paul,761 Robert St S,55107,44.923039,-93.08115
,,1/30/2025,165000,5,2,1407,4522,Saint Paul,1135 Jackson St,55117,44.975255,-93.096731
,,12/9/2024,140000,2,1,1078,4008,Saint Paul,1725 York Ave,55106,44.968989,-93.02749
12/19/2024,245000,1/17/2025,245000,3,1,864,4792,Saint Paul,848 Fuller Ave,55104,44.953685,-93.135962
2/4/2025,400000,3/25/2025,392100,2,1,1765,8146,Saint Paul,1717 Yorkshire Ave,55116,44.911868,-93.172846
3/12/2025,260000,4/24/2025,260000,5,2,1912,4617,Saint Paul,530 Kent St,55103,44.957207,-93.123528
10/10/2024,210000,3/28/2025,209000,4,1,1166,5053,Saint Paul,1188 Ross Ave,55106,44.965557,-93.05023
1/28/2025,675000,4/30/2025,675000,5,2.5,2140,5968,Saint Paul,1016 Goodrich Ave,55105,44.937551,-93.142997
3/5/2025,195000,3/31/2025,220000,2,1,925,4879,Saint Paul,1560 Beech St,55106,44.961966,-93.034536
11/13/2024,350000,12/13/2024,350000,3,2,2118,7971,Saint Paul,1344 Saint Albans St N,55117,44.981592,-93.128432
12/19/2024,449999,1/31/2025,440000,3,1.5,2040,6273,Saint Paul,1845 Ford Pkwy,55116,44.918233,-93.17837
10/1/2024,260000,1/31/2025,252000,2,2,1651,8233,Saint Paul,2146 Ames Ave,55119,44.971975,-93.010466
,,2/19/2025,230000,3,2,1200,5001,Saint Paul,948 Lawson Ave E,55106,44.971865,-93.06039
9/30/2024,264500,1/17/2025,260400,3,2,1283,11761,Saint Paul,1520 Upper Afton Rd,55106,44.947304,-93.036048
10/10/2024,525000,12/11/2024,541000,3,2,2108,7405,Saint Paul,1616 Pinehurst Ave,55116,44.918585,-93.168607
,,1/30/2025,185000,4,1.5,1812,3703,Saint Paul,913 Hudson Rd,55106,44.95253,-93.061942
,,2/3/2025,265000,2,2,809,4879,Saint Paul,1108 Thomas Ave,55104,44.959094,-93.147304
1/10/2025,369900,2/18/2025,375000,3,1,1060,4138,Saint Paul,1122 Edgcumbe Rd,55105,44.930251,-93.147608
11/13/2024,699900,1/15/2025,685000,5,4,2762,4879,Saint Paul,2150 James Ave,55105,44.927712,-93.191201
11/21/2024,310000,2/20/2025,310000,3,2,1922,7449,Saint Paul,1632 Wilson Ave,55106,44.953844,-93.031515
12/19/2024,324900,2/28/2025,365000,4,2,1900,5968,Saint Paul,1065 Ashland Ave,55104,44.944241,-93.145117
,,4/25/2025,260000,2,1,1166,5968,Saint Paul,304 Webster St,55102,44.932088,-93.124062
2/18/2025,239900,3/19/2025,251000,3,1,979,9365,Saint Paul,93 Winona St E,55107,44.921648,-93.0813
,,1/22/2025,227000,3,1.5,1400,4918,Saint Paul,246 Sidney St E,55107,44.923717,-93.07541
10/3/2024,274900,12/11/2024,265000,2,1.5,1440,6625,Saint Paul,2036 Case Ave E,55119,44.970036,-93.014519
12/23/2024,249900,1/17/2025,244000,4,2,1372,5053,Saint Paul,1726 4th St E,55106,44.958326,-93.0275
2/14/2025,309900,4/11/2025,295000,3,2,1572,6578,Saint Paul,1754 6th St E,55106,44.960128,-93.026345
2/17/2025,400000,3/14/2025,455000,3,1.5,1344,5053,Saint Paul,2178 Palace Ave,55105,44.928609,-93.19228
12/18/2024,289900,1/21/2025,289900,3,1,1337,6273,Saint Paul,1701 Fremont Ave,55106,44.957928,-93.028628
,,3/10/2025,170000,2,1,580,2500,Saint Paul,348 Wyoming St W,55107,44.920525,-93.100005
1/10/2025,350000,2/10/2025,350000,4,3,2386,4960,Saint Paul,1032 Conway St,55106,44.955603,-93.056898
12/7/2024,270000,1/30/2025,280000,3,2,1688,4966,Saint Paul,2092 Case Ave E,55119,44.970035,-93.012325
,,1/28/2025,280000,3,1,1274,10276,Saint Paul,785 McKnight Rd N,55119,44.965009,-93.005465
,,3/24/2025,280000,4,2,1750,10049,Saint Paul,188 Faye St,55119,44.946027,-93.021665
10/11/2024,264990,1/15/2025,265000,3,1,1654,4966,Saint Paul,437 Lawson Ave E,55130,44.972198,-93.082185
11/22/2024,235000,1/28/2025,235000,2,1,1134,4879,Saint Paul,1212 Beech St,55106,44.961938,-93.04936
9/12/2024,500000,12/13/2024,500000,4,2.5,2210,7841,Saint Paul,797 Lakeview Ave,55117,44.982176,-93.133741
10/3/2024,268000,12/12/2024,268000,3,1,1380,9100,Saint Paul,653 N Otsego St,55130,44.960557,-93.081967
,,3/24/2025,280000,4,2,1863,10123,Saint Paul,182 Faye St,55119,44.945821,-93.02166
11/1/2024,209900,12/20/2024,205000,3,2,1758,4879,Saint Paul,40 Geranium Ave W,55117,44.975332,-93.101817
2/17/2025,424900,3/14/2025,455000,4,2.5,2272,7841,Saint Paul,1730 Race St,55116,44.91518,-93.146897
2/21/2025,350000,3/28/2025,353500,4,2.5,1575,6098,Saint Paul,562 Ottawa Ave,55107,44.928944,-93.102918
9/3/2024,289900,1/31/2025,288422,3,2.5,2040,4792,Saint Paul,730 Jenks Ave,55106,44.970929,-93.069898
3/3/2025,249900,4/9/2025,260000,2,1,1133,5097,Saint Paul,1077 Idaho Ave W,55117,44.990367,-93.145496
12/26/2024,724900,2/28/2025,755000,4,3.5,2798,5358,Saint Paul,1216 Palace Ave,55105,44.928507,-93.15152
9/14/2024,764900,2/7/2025,750000,4,3,3005,8756,Saint Paul,48 Mississippi River Blvd N,55104,44.94351,-93.193034
11/22/2024,300000,12/27/2024,300000,3,1,1189,6578,Saint Paul,126 Syndicate St N,55104,44.945282,-93.15404
10/11/2024,309900,4/15/2025,309900,3,1,1501,7667,Saint Paul,1972 4th St E,55119,44.958301,-93.017151
2/13/2025,214900,3/20/2025,215000,3,1,1384,4966,Saint Paul,783 York Ave,55106,44.968747,-93.067274
2/7/2025,599900,3/14/2025,615000,5,2,2162,5227,Saint Paul,2135 Bayard Ave,55116,44.922767,-93.190584
11/25/2024,299900,1/30/2025,296500,3,2,1260,4922,Saint Paul,1685 Sherburne Ave,55104,44.956738,-93.171387
3/25/2025,175000,3/25/2025,167500,3,1,1040,5097,Saint Paul,2061 Minnehaha Ave E,55119,44.963318,-93.013445
11/13/2024,475000,1/8/2025,475000,4,2.5,2993,8625,Saint Paul,647 Manomin Ave,55107,44.92641,-93.101023
,,2/19/2025,210000,3,1,1290,6952,Saint Paul,1525 Pacific St,55106,44.951608,-93.035891
,,4/21/2025,600000,3,1,765,8398,Saint Paul,1860 Glen Ter,55116,44.909557,-93.150874
4/10/2025,625000,5/1/2025,805000,3,2.5,3043,11500,Saint Paul,860 Syndicate St S,55116,44.915314,-93.15395
,,1/17/2025,280000,3,1,1248,5763,Saint Paul,1158 Bradley St,55130,44.97611,-93.078235
1/25/2025,280000,3/17/2025,280000,3,1,1056,7492,Saint Paul,1680 Wilson Ave,55106,44.953881,-93.029299
3/12/2025,290000,4/11/2025,316500,3,2,1820,9932,Saint Paul,1691 Rose Ave E,55106,44.976843,-93.029067
,,4/23/2025,255000,2,1,952,6582,Saint Paul,7 Griggs St N,55104,44.941887,-93.152095
11/14/2024,315000,1/3/2025,315000,3,2.5,2240,5009,Saint Paul,1060 Lafond Ave,55104,44.960013,-93.144875
2/24/2025,415000,4/11/2025,440000,4,1.5,1624,4792,Saint Paul,216 Lexington Pkwy S,55105,44.934973,-93.146305
4/30/2025,625000,4/30/2025,625000,5,2,2164,5009,Saint Paul,2160 Bayard Ave,55116,44.922253,-93.191664
10/9/2024,549900,12/27/2024,544390,3,2.5,2158,5227,Saint Paul,2127 Dayton Ave,55104,44.947526,-93.190238
1/7/2025,710000,1/31/2025,688000,4,2,2350,9191,Saint Paul,220 Oak Grove Pl,55105,44.934791,-93.147542
3/13/2025,500000,3/27/2025,500000,3,1.5,2147,7492,Saint Paul,1660 Beechwood Ave,55116,44.914986,-93.170342
11/30/2024,1030000,2/5/2025,950000,6,4,4465,8538,Saint Paul,710 Lincoln Ave,55105,44.938559,-93.130051
11/15/2024,260000,1/15/2025,270000,4,2,1905,4966,Saint Paul,705 Jenks Ave,55106,44.971419,-93.070666
,,4/9/2025,227500,3,1,1564,6752,Saint Paul,1464 Kent St,55117,44.985284,-93.123282
11/20/2024,294900,1/24/2025,280000,3,2,1331,4835,Saint Paul,1421 Hewitt Ave,55104,44.966824,-93.160355
2/2/2025,900000,4/4/2025,900000,5,4,3000,5009,Saint Paul,2222 Scheffer Ave,55116,44.921331,-93.194216
11/6/2024,230000,12/16/2024,226000,3,2,1014,6839,Saint Paul,1468 Fremont Ave,55106,44.957429,-93.038471
10/11/2024,350000,1/17/2025,332500,3,2,1598,4792,Saint Paul,1023 Como Pl,55103,44.971907,-93.134734
12/11/2024,209000,2/6/2025,212000,3,2,1548,5619,Saint Paul,1060 Marshall Ave,55104,44.948211,-93.144981
11/6/2024,239900,1/10/2025,240000,4,2,1767,4966,Saint Paul,665 Wells St,55106,44.967803,-93.07246
3/19/2025,475000,5/9/2025,475000,4,2.5,3043,9365,Saint Paul,2150 Valley View Pl,55119,44.913396,-93.008825
12/2/2024,265000,2/6/2025,265000,3,2.5,1531,4966,Saint Paul,896 6th St E,55106,44.960097,-93.062769
,,1/16/2025,653000,5,2.5,2486,5998,Saint Paul,940 Goodrich Ave,55105,44.937583,-93.139839
,,2/12/2025,176000,3,1.5,1320,9030,Saint Paul,1093 Euclid St,55106,44.955222,-93.054357
7/29/2024,199900,2/28/2025,210000,3,1,1069,5140,Saint Paul,288 Sidney St E,55107,44.923705,-93.073326
11/14/2024,615000,1/3/2025,678000,3,1.5,1795,5053,Saint Paul,2020 Stanford Ave,55105,44.932252,-93.185794
10/28/2024,525000,2/14/2025,525000,3,1.5,2412,6229,Saint Paul,1242 Palace Ave,55105,44.92851,-93.152702
4/15/2025,499900,5/15/2025,515000,3,2,1328,6882,Saint Paul,741 Mount Curve Blvd,55116,44.919181,-93.19598
2/13/2025,454900,4/30/2025,448000,3,2,1876,5097,Saint Paul,1779 James Ave,55105,44.928186,-93.175463
1/15/2025,249900,4/18/2025,249900,2,1,780,5576,Saint Paul,673 Hazel St N,55119,44.961697,-93.020626
6/22/2024,285000,2/5/2025,295000,3,1,1635,9365,Saint Paul,1884 Carroll Ave,55104,44.950221,-93.179908
8/7/2024,225000,1/8/2025,230000,3,1,1200,4792,Saint Paul,636 Aurora Ave,55104,44.954565,-93.127161
1/16/2025,259900,3/12/2025,259900,4,1.5,1600,4879,Saint Paul,991 Geranium Ave E,55106,44.975981,-93.058671
10/26/2024,299900,1/17/2025,307000,4,3,1832,12589,Saint Paul,1271 Kennard St,55106,44.979712,-93.031062
3/4/2025,209900,4/18/2025,207165,2,2,1744,3398,Saint Paul,824 Como Ave,55103,44.973992,-93.133695
12/2/2024,335000,2/28/2025,325000,2,1,969,8015,Saint Paul,2052 Worcester Ave,55116,44.903273,-93.186721
